UF,codMun,AreaPrestacao
AM,1301654,Setor 16
AM,1301704,Setor 16
AM,1301803,Setor 16
AM,1301852,Setor 16
AM,1301902,Setor 16
AM,1301951,Setor 16
AM,1302009,Setor 16
AM,1302108,Setor 16
AM,1302207,Setor 16
AM,1302306,Setor 16
AM,1302405,Setor 16
AM,1302504,Setor 16
AM,1302553,Setor 16
AM,1302603,Setor 16
AM,1302702,Setor 16
AM,1302801,Setor 16
AM,1302900,Setor 16
AM,1303007,Setor 16
AM,1303106,Setor 16
AM,1303205,Setor 16
AM,1303304,Setor 16
AM,1303403,Setor 16
AM,1303502,Setor 16
AM,1303536,Setor 16
AM,1303569,Setor 16
AM,1303601,Setor 16
AM,1303700,Setor 16
AM,1303809,Setor 16
AM,1303908,Setor 16
AM,1303957,Setor 16
AM,1304005,Setor 16
AM,1304062,Setor 16
AM,1304104,Setor 16
AM,1304203,Setor 16
AM,1304237,Setor 16
AM,1304260,Setor 16
AM,1304302,Setor 16
AM,1304401,Setor 16
RR,1400050,Setor 17
RR,1400027,Setor 17
RR,1400100,Setor 17
RR,1400159,Setor 17
RR,1400175,Setor 17
RR,1400209,Setor 17
RR,1400233,Setor 17
RR,1400282,Setor 17
RR,1400308,Setor 17
RR,1400407,Setor 17
RR,1400456,Setor 17
RR,1400472,Setor 17
RR,1400506,Setor 17
RR,1400605,Setor 17
RR,1400704,Setor 17
SC,4200051,Setor 18
SC,4200101,Setor 18
SC,4200200,Setor 18
SC,4200309,Setor 18
SC,4200408,Setor 18
SC,4200507,Setor 18
SC,4200556,Setor 18
SC,4200606,Setor 18
SC,4200705,Setor 18
SC,4200754,Setor 18
SC,4200804,Setor 18
SC,4200903,Setor 18
SC,4201000,Setor 18
SC,4201109,Setor 18
SC,4201208,Setor 18
SC,4201257,Setor 18
SC,4201273,Setor 18
SC,4201307,Setor 18
SC,4201406,Setor 18
SC,4201505,Setor 18
SC,4201604,Setor 18
SC,4201653,Setor 18
SC,4201703,Setor 18
SC,4201802,Setor 18
SC,4201901,Setor 18
SC,4201950,Setor 18
SC,4202057,Setor 18
SC,4202008,Setor 18
SC,4202073,Setor 18
SC,4212809,Setor 18
SC,4202081,Setor 18
SC,4202099,Setor 18
SC,4202107,Setor 18
SC,4202131,Setor 18
SC,4202156,Setor 18
SC,4202206,Setor 18
SC,4202305,Setor 18
SC,4202404,Setor 18
SC,4202438,Setor 18
SC,4202503,Setor 18
SC,4202537,Setor 18
SC,4202578,Setor 18
SC,4202602,Setor 18
SC,4202453,Setor 18
SC,4202701,Setor 18
SC,4202800,Setor 18
SC,4202859,Setor 18
SC,4202875,Setor 18
SC,4202909,Setor 18
SC,4203006,Setor 18
SC,4203105,Setor 18
SC,4203154,Setor 18
SC,4203204,Setor 18
SC,4203303,Setor 18
SC,4203402,Setor 18
SC,4203501,Setor 18
SC,4203600,Setor 18
SC,4203709,Setor 18
SC,4203808,Setor 18
SC,4203253,Setor 18
SC,4203907,Setor 18
SC,4203956,Setor 18
SC,4204004,Setor 18
SC,4204103,Setor 18
SC,4204152,Setor 18
SC,4204178,Setor 18
SC,4204194,Setor 18
SC,4204202,Setor 18
SC,4204251,Setor 18
SC,4204301,Setor 18
SC,4204350,Setor 18
SC,4204400,Setor 18
SC,4204459,Setor 18
SC,4204558,Setor 18
SC,4204509,Setor 18
SC,4204608,Setor 18
SC,4204707,Setor 18
SC,4204756,Setor 18
SC,4204806,Setor 18
SC,4204905,Setor 18
SC,4205001,Setor 18
SC,4205100,Setor 18
SC,4205159,Setor 18
SC,4205175,Setor 18
SC,4205191,Setor 18
SC,4205209,Setor 18
SC,4205308,Setor 18
SC,4205357,Setor 18
SC,4205407,Setor 18
SC,4205431,Setor 18
SC,4205456,Setor 18
SC,4205506,Setor 18
SC,4205555,Setor 18
SC,4205605,Setor 18
SC,4205704,Setor 18
SC,4205803,Setor 18
SC,4205902,Setor 18
SC,4206009,Setor 18
SC,4206108,Setor 18
SC,4206207,Setor 18
SC,4206306,Setor 18
SC,4206405,Setor 18
SC,4206504,Setor 18
SC,4206603,Setor 18
SC,4206652,Setor 18
SC,4206702,Setor 18
SC,4206751,Setor 18
SC,4206801,Setor 18
SC,4206900,Setor 18
SC,4207007,Setor 18
SC,4207106,Setor 18
SC,4207205,Setor 18
SC,4207304,Setor 18
SC,4207403,Setor 18
SC,4207502,Setor 18
SC,4207577,Setor 18
SC,4207601,Setor 18
SC,4207650,Setor 18
SC,4207684,Setor 18
SC,4207700,Setor 18
SC,4207759,Setor 18
SC,4207809,Setor 18
SC,4207858,Setor 18
SC,4207908,Setor 18
SC,4208005,Setor 18
SC,4208104,Setor 18
SC,4208203,Setor 18
SC,4208302,Setor 18
SC,4208401,Setor 18
SC,4208450,Setor 18
SC,4208500,Setor 18
SC,4208609,Setor 18
SC,4208708,Setor 18
SC,4208807,Setor 18
SC,4208906,Setor 18
SC,4208955,Setor 18
SC,4209003,Setor 18
SC,4209102,Setor 18
SC,4209151,Setor 18
SC,4209177,Setor 18
SC,4209201,Setor 18
SC,4209300,Setor 18
SC,4209409,Setor 18
SC,4209458,Setor 18
SC,4209508,Setor 18
SC,4209607,Setor 18
SC,4209706,Setor 18
SC,4209805,Setor 18
SC,4209854,Setor 18
SC,4209904,Setor 18
SC,4210001,Setor 18
SC,4210035,Setor 18
SC,4210050,Setor 18
SC,4210100,Setor 18
SC,4210209,Setor 18
SC,4210308,Setor 18
SC,4210407,Setor 18
SC,4210506,Setor 18
SC,4210555,Setor 18
SC,4210605,Setor 18
SC,4210704,Setor 18
SC,4210803,Setor 18
SC,4210852,Setor 18
SC,4210902,Setor 18
SC,4211009,Setor 18
SC,4211058,Setor 18
SC,4211108,Setor 18
SC,4211207,Setor 18
SC,4211256,Setor 18
SC,4211306,Setor 18
SC,4211405,Setor 18
SC,4211454,Setor 18
SC,4211504,Setor 18
SC,4211603,Setor 18
SC,4211652,Setor 18
SC,4211702,Setor 18
SC,4211751,Setor 18
SC,4211801,Setor 18
SC,4211850,Setor 18
SC,4211876,Setor 18
SC,4211892,Setor 18
SC,4211900,Setor 18
SC,4212007,Setor 18
SC,4212056,Setor 18
SC,4212106,Setor 18
SC,4212205,Setor 18
SC,4212239,Setor 18
SC,4212254,Setor 18
SC,4212270,Setor 18
SC,4212304,Setor 18
SC,4212403,Setor 18
SC,4212502,Setor 18
SC,4212601,Setor 18
SC,4212650,Setor 18
SC,4212700,Setor 18
SC,4212908,Setor 18
SC,4213005,Setor 18
SC,4213104,Setor 18
SC,4213153,Setor 18
SC,4213203,Setor 18
SC,4213302,Setor 18
SC,4213351,Setor 18
SC,4213401,Setor 18
SC,4213500,Setor 18
SC,4213609,Setor 18
SC,4213708,Setor 18
SC,4213807,Setor 18
SC,4213906,Setor 18
SC,4214003,Setor 18
SC,4214102,Setor 18
SC,4214151,Setor 18
SC,4214201,Setor 18
SC,4214300,Setor 18
SC,4214409,Setor 18
SC,4214508,Setor 18
SC,4214607,Setor 18
SC,4214805,Setor 18
SC,4214706,Setor 18
SC,4214904,Setor 18
SC,4215000,Setor 18
SC,4215059,Setor 18
SC,4215075,Setor 18
SC,4215109,Setor 18
SC,4215208,Setor 18
SC,4215307,Setor 18
SC,4215356,Setor 18
SC,4215406,Setor 18
SC,4215455,Setor 18
SC,4215505,Setor 18
SC,4215554,Setor 18
SC,4215604,Setor 18
SC,4215653,Setor 18
SC,4215679,Setor 18
SC,4215687,Setor 18
SC,4215695,Setor 18
SC,4215703,Setor 18
SC,4215802,Setor 18
SC,4215752,Setor 18
SC,4215901,Setor 18
SC,4216008,Setor 18
SC,4216057,Setor 18
SC,4216107,Setor 18
SC,4216206,Setor 18
SC,4216305,Setor 18
SC,4216354,Setor 18
SC,4216255,Setor 18
SC,4216404,Setor 18
SC,4216503,Setor 18
SC,4216602,Setor 18
SC,4216701,Setor 18
SC,4216800,Setor 18
SC,4216909,Setor 18
SC,4217006,Setor 18
SC,4217105,Setor 18
SC,4217154,Setor 18
SC,4217204,Setor 18
SC,4217253,Setor 18
SC,4217303,Setor 18
SC,4217402,Setor 18
SC,4217501,Setor 18
SC,4217550,Setor 18
SC,4217600,Setor 18
SC,4217709,Setor 18
SC,4217758,Setor 18
SC,4217808,Setor 18
SC,4217907,Setor 18
SC,4217956,Setor 18
SC,4218004,Setor 18
SC,4218103,Setor 18
SC,4218202,Setor 18
SC,4218251,Setor 18
SC,4218301,Setor 18
SC,4218350,Setor 18
SC,4218400,Setor 18
SC,4218509,Setor 18
SC,4218608,Setor 18
SC,4218707,Setor 18
SC,4218756,Setor 18
SC,4218806,Setor 18
SC,4218855,Setor 18
SC,4218905,Setor 18
SC,4218954,Setor 18
SC,4219002,Setor 18
SC,4219101,Setor 18
SC,4219150,Setor 18
SC,4219176,Setor 18
SC,4219200,Setor 18
SC,4219309,Setor 18
SC,4219358,Setor 18
SC,4219408,Setor 18
SC,4219507,Setor 18
SC,4219606,Setor 18
SC,4219705,Setor 18
SC,4219853,Setor 18
SC,4220000,Setor 18
MT,5100102,Setor 23
MT,5100201,Setor 23
MT,5100250,Setor 23
MT,5100300,Setor 23
MT,5100359,Setor 23
MT,5100409,Setor 23
MT,5100508,Setor 23
MT,5100607,Setor 23
MT,5100805,Setor 23
MT,5101001,Setor 23
MT,5101209,Setor 23
MT,5101258,Setor 23
MT,5101308,Setor 23
MT,5101407,Setor 23
MT,5101605,Setor 23
MT,5101704,Setor 23
MT,5101803,Setor 23
MT,5101852,Setor 23
MT,5101902,Setor 23
MT,5102504,Setor 23
MT,5102603,Setor 23
MT,5102637,Setor 23
MT,5102678,Setor 23
MT,5102686,Setor 23
MT,5102694,Setor 23
MT,5102702,Setor 23
MT,5102793,Setor 23
MT,5102850,Setor 23
MT,5103007,Setor 23
MT,5103056,Setor 23
MT,5103106,Setor 23
MT,5103205,Setor 23
MT,5103254,Setor 23
MT,5103304,Setor 23
MT,5103353,Setor 23
MT,5103361,Setor 23
MT,5103379,Setor 23
MT,5103403,Setor 23
MT,5103437,Setor 23
MT,5103452,Setor 23
MT,5103502,Setor 23
MT,5103601,Setor 23
MT,5103700,Setor 23
MT,5103809,Setor 23
MT,5103858,Setor 23
MT,5103908,Setor 23
MT,5103957,Setor 23
MT,5104104,Setor 23
MT,5104203,Setor 23
MT,5104500,Setor 23
MT,5104526,Setor 23
MT,5104542,Setor 23
MT,5104559,Setor 23
MT,5104609,Setor 23
MT,5104807,Setor 23
MT,5104906,Setor 23
MT,5105002,Setor 23
MT,5105101,Setor 23
MT,5105150,Setor 23
MT,5105176,Setor 23
MT,5105200,Setor 23
MT,5105234,Setor 23
MT,5105259,Setor 23
MT,5105309,Setor 23
MT,5105580,Setor 23
MT,5105606,Setor 23
MT,5105622,Setor 23
MT,5105903,Setor 23
MT,5106000,Setor 23
MT,5106109,Setor 23
MT,5106158,Setor 23
MT,5106208,Setor 23
MT,5106216,Setor 23
MT,5108808,Setor 23
MT,5106182,Setor 23
MT,5108857,Setor 23
MT,5108907,Setor 23
MT,5108956,Setor 23
MT,5106224,Setor 23
MT,5106174,Setor 23
MT,5106232,Setor 23
MT,5106190,Setor 23
MT,5106240,Setor 23
MT,5106257,Setor 23
MT,5106273,Setor 23
MT,5106265,Setor 23
MT,5106315,Setor 23
MT,5106281,Setor 23
MT,5106299,Setor 23
MT,5106307,Setor 23
MT,5106372,Setor 23
MT,5106422,Setor 23
MT,5106455,Setor 23
MT,5106505,Setor 23
MT,5106653,Setor 23
MT,5106703,Setor 23
MT,5106752,Setor 23
MT,5106778,Setor 23
MT,5106802,Setor 23
MT,5106828,Setor 23
MT,5106851,Setor 23
MT,5107008,Setor 23
MT,5107040,Setor 23
MT,5107065,Setor 23
MT,5107156,Setor 23
MT,5107180,Setor 23
MT,5107198,Setor 23
MT,5107206,Setor 23
MT,5107578,Setor 23
MT,5107602,Setor 23
MT,5107701,Setor 23
MT,5107750,Setor 23
MT,5107248,Setor 23
MT,5107743,Setor 23
MT,5107768,Setor 23
MT,5107776,Setor 23
MT,5107263,Setor 23
MT,5107792,Setor 23
MT,5107800,Setor 23
MT,5107859,Setor 23
MT,5107297,Setor 23
MT,5107305,Setor 23
MT,5107354,Setor 23
MT,5107107,Setor 23
MT,5107404,Setor 23
MT,5107875,Setor 23
MT,5107883,Setor 23
MT,5107909,Setor 23
MT,5107925,Setor 23
MT,5107941,Setor 23
MT,5107958,Setor 23
MT,5108006,Setor 23
MT,5108055,Setor 23
MT,5108105,Setor 23
MT,5108204,Setor 23
MT,5108303,Setor 23
MT,5108352,Setor 23
MT,5108402,Setor 23
MT,5108501,Setor 23
MT,5105507,Setor 23
MT,5108600,Setor 23
RO,1100015,Setor 27
RO,1100379,Setor 27
RO,1100403,Setor 27
RO,1100346,Setor 27
RO,1100023,Setor 27
RO,1100452,Setor 27
RO,1100031,Setor 27
RO,1100601,Setor 27
RO,1100049,Setor 27
RO,1100700,Setor 27
RO,1100809,Setor 27
RO,1100908,Setor 27
RO,1100056,Setor 27
RO,1100924,Setor 27
RO,1100064,Setor 27
RO,1100072,Setor 27
RO,1100080,Setor 27
RO,1100940,Setor 27
RO,1100098,Setor 27
RO,1101005,Setor 27
RO,1100106,Setor 27
RO,1101104,Setor 27
RO,1100114,Setor 27
RO,1100122,Setor 27
RO,1100130,Setor 27
RO,1101203,Setor 27
RO,1101302,Setor 27
RO,1101401,Setor 27
RO,1100148,Setor 27
RO,1100338,Setor 27
RO,1101435,Setor 27
RO,1100502,Setor 27
RO,1100155,Setor 27
RO,1101450,Setor 27
RO,1100189,Setor 27
RO,1101468,Setor 27
RO,1100205,Setor 27
RO,1100254,Setor 27
RO,1101476,Setor 27
RO,1100262,Setor 27
RO,1100288,Setor 27
RO,1100296,Setor 27
RO,1101484,Setor 27
RO,1101492,Setor 27
RO,1100320,Setor 27
RO,1101500,Setor 27
RO,1101559,Setor 27
RO,1101609,Setor 27
RO,1101708,Setor 27
RO,1101757,Setor 27
RO,1101807,Setor 27
RO,1100304,Setor 27
AC,1200013,Setor 28
AC,1200054,Setor 28
AC,1200104,Setor 28
AC,1200138,Setor 28
AC,1200179,Setor 28
AC,1200203,Setor 28
AC,1200252,Setor 28
AC,1200302,Setor 28
AC,1200328,Setor 28
AC,1200336,Setor 28
AC,1200344,Setor 28
AC,1200351,Setor 28
AC,1200385,Setor 28
AC,1200807,Setor 28
AC,1200393,Setor 28
AC,1200401,Setor 28
AC,1200427,Setor 28
AC,1200435,Setor 28
AC,1200500,Setor 28
AC,1200450,Setor 28
AC,1200609,Setor 28
AC,1200708,Setor 28
RO,1100015,Toda UF
RO,1100379,Toda UF
RO,1100403,Toda UF
RO,1100346,Toda UF
RO,1100023,Toda UF
RO,1100452,Toda UF
RO,1100031,Toda UF
RO,1100601,Toda UF
RO,1100049,Toda UF
RO,1100700,Toda UF
RO,1100809,Toda UF
RO,1100908,Toda UF
RO,1100056,Toda UF
RO,1100924,Toda UF
RO,1100064,Toda UF
RO,1100072,Toda UF
RO,1100080,Toda UF
RO,1100940,Toda UF
RO,1100098,Toda UF
RO,1101005,Toda UF
RO,1100106,Toda UF
RO,1101104,Toda UF
RO,1100114,Toda UF
RO,1100122,Toda UF
RO,1100130,Toda UF
RO,1101203,Toda UF
RO,1101302,Toda UF
RO,1101401,Toda UF
RO,1100148,Toda UF
RO,1100338,Toda UF
RO,1101435,Toda UF
RO,1100502,Toda UF
RO,1100155,Toda UF
RO,1101450,Toda UF
RO,1100189,Toda UF
RO,1101468,Toda UF
RO,1100205,Toda UF
RO,1100254,Toda UF
RO,1101476,Toda UF
RO,1100262,Toda UF
RO,1100288,Toda UF
RO,1100296,Toda UF
RO,1101484,Toda UF
RO,1101492,Toda UF
RO,1100320,Toda UF
RO,1101500,Toda UF
RO,1101559,Toda UF
RO,1101609,Toda UF
RO,1101708,Toda UF
RO,1101757,Toda UF
RO,1101807,Toda UF
RO,1100304,Toda UF
AC,1200013,Toda UF
AC,1200054,Toda UF
AC,1200104,Toda UF
AC,1200138,Toda UF
AC,1200179,Toda UF
AC,1200203,Toda UF
AC,1200252,Toda UF
AC,1200302,Toda UF
AC,1200328,Toda UF
AC,1200336,Toda UF
AC,1200344,Toda UF
AC,1200351,Toda UF
AC,1200385,Toda UF
AC,1200807,Toda UF
AC,1200393,Toda UF
AC,1200401,Toda UF
AC,1200427,Toda UF
AC,1200435,Toda UF
AC,1200500,Toda UF
AC,1200450,Toda UF
AC,1200609,Toda UF
AC,1200708,Toda UF
AM,1300029,Toda UF
AM,1300060,Toda UF
AM,1300086,Toda UF
AM,1300102,Toda UF
AM,1300144,Toda UF
AM,1300201,Toda UF
AM,1300300,Toda UF
AM,1300409,Toda UF
AM,1300508,Toda UF
AM,1300607,Toda UF
AM,1300631,Toda UF
AM,1300680,Toda UF
AM,1300706,Toda UF
AM,1300805,Toda UF
AM,1300839,Toda UF
AM,1300904,Toda UF
AM,1301001,Toda UF
AM,1301100,Toda UF
AM,1301159,Toda UF
AM,1301209,Toda UF
AM,1301308,Toda UF
AM,1301407,Toda UF
AM,1301506,Toda UF
AM,1301605,Toda UF
AM,1301654,Toda UF
AM,1301704,Toda UF
AM,1301803,Toda UF
AM,1301852,Toda UF
AM,1301902,Toda UF
AM,1301951,Toda UF
AM,1302009,Toda UF
AM,1302108,Toda UF
AM,1302207,Toda UF
AM,1302306,Toda UF
AM,1302405,Toda UF
AM,1302504,Toda UF
AM,1302553,Toda UF
AM,1302603,Toda UF
AM,1302702,Toda UF
AM,1302801,Toda UF
AM,1302900,Toda UF
AM,1303007,Toda UF
AM,1303106,Toda UF
AM,1303205,Toda UF
AM,1303304,Toda UF
AM,1303403,Toda UF
AM,1303502,Toda UF
AM,1303536,Toda UF
AM,1303569,Toda UF
AM,1303601,Toda UF
AM,1303700,Toda UF
AM,1303809,Toda UF
AM,1303908,Toda UF
AM,1303957,Toda UF
AM,1304005,Toda UF
AM,1304062,Toda UF
AM,1304104,Toda UF
AM,1304203,Toda UF
AM,1304237,Toda UF
AM,1304260,Toda UF
AM,1304302,Toda UF
AM,1304401,Toda UF
RR,1400050,Toda UF
RR,1400027,Toda UF
RR,1400100,Toda UF
RR,1400159,Toda UF
RR,1400175,Toda UF
RR,1400209,Toda UF
RR,1400233,Toda UF
RR,1400282,Toda UF
RR,1400308,Toda UF
RR,1400407,Toda UF
RR,1400456,Toda UF
RR,1400472,Toda UF
RR,1400506,Toda UF
RR,1400605,Toda UF
RR,1400704,Toda UF
PA,1500107,Toda UF
PA,1500131,Toda UF
PA,1500206,Toda UF
PA,1500305,Toda UF
PA,1500347,Toda UF
PA,1500404,Toda UF
PA,1500503,Toda UF
PA,1500602,Toda UF
PA,1500701,Toda UF
PA,1500800,Toda UF
PA,1500859,Toda UF
PA,1500909,Toda UF
PA,1500958,Toda UF
PA,1501006,Toda UF
PA,1501105,Toda UF
PA,1501204,Toda UF
PA,1501253,Toda UF
PA,1501303,Toda UF
PA,1501402,Toda UF
PA,1501451,Toda UF
PA,1501501,Toda UF
PA,1501576,Toda UF
PA,1501600,Toda UF
PA,1501709,Toda UF
PA,1501725,Toda UF
PA,1501758,Toda UF
PA,1501782,Toda UF
PA,1501808,Toda UF
PA,1501907,Toda UF
PA,1502004,Toda UF
PA,1501956,Toda UF
PA,1502103,Toda UF
PA,1502152,Toda UF
PA,1502202,Toda UF
PA,1502301,Toda UF
PA,1502400,Toda UF
PA,1502509,Toda UF
PA,1502608,Toda UF
PA,1502707,Toda UF
PA,1502756,Toda UF
PA,1502764,Toda UF
PA,1502772,Toda UF
PA,1502806,Toda UF
PA,1502855,Toda UF
PA,1502905,Toda UF
PA,1502939,Toda UF
PA,1502954,Toda UF
PA,1503002,Toda UF
PA,1503044,Toda UF
PA,1503077,Toda UF
PA,1503093,Toda UF
PA,1503101,Toda UF
PA,1503200,Toda UF
PA,1503309,Toda UF
PA,1503408,Toda UF
PA,1503457,Toda UF
PA,1503507,Toda UF
PA,1503606,Toda UF
PA,1503705,Toda UF
PA,1503754,Toda UF
PA,1503804,Toda UF
PA,1503903,Toda UF
PA,1504000,Toda UF
PA,1504059,Toda UF
PA,1504109,Toda UF
PA,1504208,Toda UF
PA,1504307,Toda UF
PA,1504406,Toda UF
PA,1504422,Toda UF
PA,1504455,Toda UF
PA,1504505,Toda UF
PA,1504604,Toda UF
PA,1504703,Toda UF
PA,1504752,Toda UF
PA,1504802,Toda UF
PA,1504901,Toda UF
PA,1504950,Toda UF
PA,1504976,Toda UF
PA,1505007,Toda UF
PA,1505031,Toda UF
PA,1505064,Toda UF
PA,1505106,Toda UF
PA,1505205,Toda UF
PA,1505304,Toda UF
PA,1505403,Toda UF
PA,1505437,Toda UF
PA,1505486,Toda UF
PA,1505494,Toda UF
PA,1505502,Toda UF
PA,1505536,Toda UF
PA,1505551,Toda UF
PA,1505601,Toda UF
PA,1505635,Toda UF
PA,1505650,Toda UF
PA,1505700,Toda UF
PA,1505809,Toda UF
PA,1505908,Toda UF
PA,1506005,Toda UF
PA,1506104,Toda UF
PA,1506112,Toda UF
PA,1506138,Toda UF
PA,1506161,Toda UF
PA,1506187,Toda UF
PA,1506195,Toda UF
PA,1506203,Toda UF
PA,1506302,Toda UF
PA,1506351,Toda UF
PA,1506401,Toda UF
PA,1506500,Toda UF
PA,1506559,Toda UF
PA,1506583,Toda UF
PA,1506609,Toda UF
PA,1506708,Toda UF
PA,1506807,Toda UF
PA,1506906,Toda UF
PA,1507003,Toda UF
PA,1507102,Toda UF
PA,1507151,Toda UF
PA,1507201,Toda UF
PA,1507300,Toda UF
PA,1507409,Toda UF
PA,1507458,Toda UF
PA,1507466,Toda UF
PA,1507474,Toda UF
PA,1507508,Toda UF
PA,1507607,Toda UF
PA,1507706,Toda UF
PA,1507755,Toda UF
PA,1507805,Toda UF
PA,1507904,Toda UF
PA,1507953,Toda UF
PA,1507961,Toda UF
PA,1507979,Toda UF
PA,1508001,Toda UF
PA,1508035,Toda UF
PA,1508050,Toda UF
PA,1508084,Toda UF
PA,1508100,Toda UF
PA,1508126,Toda UF
PA,1508159,Toda UF
PA,1508209,Toda UF
PA,1508308,Toda UF
PA,1508357,Toda UF
PA,1508407,Toda UF
AP,1600105,Toda UF
AP,1600204,Toda UF
AP,1600212,Toda UF
AP,1600238,Toda UF
AP,1600253,Toda UF
AP,1600279,Toda UF
AP,1600303,Toda UF
AP,1600402,Toda UF
AP,1600501,Toda UF
AP,1600154,Toda UF
AP,1600535,Toda UF
AP,1600550,Toda UF
AP,1600600,Toda UF
AP,1600055,Toda UF
AP,1600709,Toda UF
AP,1600808,Toda UF
TO,1700251,Toda UF
TO,1700301,Toda UF
TO,1700350,Toda UF
TO,1700400,Toda UF
TO,1700707,Toda UF
TO,1701002,Toda UF
TO,1701051,Toda UF
TO,1701101,Toda UF
TO,1701309,Toda UF
TO,1701903,Toda UF
TO,1702000,Toda UF
TO,1702109,Toda UF
TO,1702158,Toda UF
TO,1702208,Toda UF
TO,1702307,Toda UF
TO,1702406,Toda UF
TO,1702554,Toda UF
TO,1702703,Toda UF
TO,1702901,Toda UF
TO,1703008,Toda UF
TO,1703057,Toda UF
TO,1703073,Toda UF
TO,1703107,Toda UF
TO,1703206,Toda UF
TO,1703305,Toda UF
TO,1703602,Toda UF
TO,1703701,Toda UF
TO,1703800,Toda UF
TO,1703826,Toda UF
TO,1703842,Toda UF
TO,1703867,Toda UF
TO,1703883,Toda UF
TO,1703891,Toda UF
TO,1703909,Toda UF
TO,1704105,Toda UF
TO,1705102,Toda UF
TO,1704600,Toda UF
TO,1705508,Toda UF
TO,1716703,Toda UF
TO,1705557,Toda UF
TO,1705607,Toda UF
TO,1706001,Toda UF
TO,1706100,Toda UF
TO,1706258,Toda UF
TO,1706506,Toda UF
TO,1707009,Toda UF
TO,1707108,Toda UF
TO,1707207,Toda UF
TO,1707306,Toda UF
TO,1707405,Toda UF
TO,1707553,Toda UF
TO,1707652,Toda UF
TO,1707702,Toda UF
TO,1708205,Toda UF
TO,1708254,Toda UF
TO,1708304,Toda UF
TO,1709005,Toda UF
TO,1709302,Toda UF
TO,1709500,Toda UF
TO,1709807,Toda UF
TO,1710508,Toda UF
TO,1710706,Toda UF
TO,1710904,Toda UF
TO,1711100,Toda UF
TO,1711506,Toda UF
TO,1711803,Toda UF
TO,1711902,Toda UF
TO,1711951,Toda UF
TO,1712009,Toda UF
TO,1712157,Toda UF
TO,1712405,Toda UF
TO,1712454,Toda UF
TO,1712504,Toda UF
TO,1712702,Toda UF
TO,1712801,Toda UF
TO,1713205,Toda UF
TO,1713304,Toda UF
TO,1713601,Toda UF
TO,1713700,Toda UF
TO,1713957,Toda UF
TO,1714203,Toda UF
TO,1714302,Toda UF
TO,1714880,Toda UF
TO,1715002,Toda UF
TO,1715101,Toda UF
TO,1715150,Toda UF
TO,1715259,Toda UF
TO,1715507,Toda UF
TO,1721000,Toda UF
TO,1715705,Toda UF
TO,1713809,Toda UF
TO,1715754,Toda UF
TO,1716109,Toda UF
TO,1716208,Toda UF
TO,1716307,Toda UF
TO,1716505,Toda UF
TO,1716604,Toda UF
TO,1716653,Toda UF
TO,1717008,Toda UF
TO,1717206,Toda UF
TO,1717503,Toda UF
TO,1717800,Toda UF
TO,1717909,Toda UF
TO,1718006,Toda UF
TO,1718204,Toda UF
TO,1718303,Toda UF
TO,1718402,Toda UF
TO,1718451,Toda UF
TO,1718501,Toda UF
TO,1718550,Toda UF
TO,1718659,Toda UF
TO,1718709,Toda UF
TO,1718758,Toda UF
TO,1718808,Toda UF
TO,1718840,Toda UF
TO,1718865,Toda UF
TO,1718881,Toda UF
TO,1718899,Toda UF
TO,1718907,Toda UF
TO,1719004,Toda UF
TO,1720002,Toda UF
TO,1720101,Toda UF
TO,1720150,Toda UF
TO,1720200,Toda UF
TO,1720259,Toda UF
TO,1720309,Toda UF
TO,1720499,Toda UF
TO,1720655,Toda UF
TO,1720804,Toda UF
TO,1720853,Toda UF
TO,1720903,Toda UF
TO,1720937,Toda UF
TO,1720978,Toda UF
TO,1721109,Toda UF
TO,1721208,Toda UF
TO,1721257,Toda UF
TO,1721307,Toda UF
TO,1722081,Toda UF
TO,1722107,Toda UF
MA,2100055,Toda UF
MA,2100105,Toda UF
MA,2100154,Toda UF
MA,2100204,Toda UF
MA,2100303,Toda UF
MA,2100402,Toda UF
MA,2100436,Toda UF
MA,2100477,Toda UF
MA,2100501,Toda UF
MA,2100550,Toda UF
MA,2100600,Toda UF
MA,2100709,Toda UF
MA,2100808,Toda UF
MA,2100832,Toda UF
MA,2100873,Toda UF
MA,2100907,Toda UF
MA,2100956,Toda UF
MA,2101004,Toda UF
MA,2101103,Toda UF
MA,2101202,Toda UF
MA,2101251,Toda UF
MA,2101301,Toda UF
MA,2101350,Toda UF
MA,2101400,Toda UF
MA,2101509,Toda UF
MA,2101608,Toda UF
MA,2101707,Toda UF
MA,2101772,Toda UF
MA,2101731,Toda UF
MA,2101806,Toda UF
MA,2101905,Toda UF
MA,2101939,Toda UF
MA,2101970,Toda UF
MA,2102002,Toda UF
MA,2102036,Toda UF
MA,2102077,Toda UF
MA,2102101,Toda UF
MA,2102150,Toda UF
MA,2102200,Toda UF
MA,2102309,Toda UF
MA,2102325,Toda UF
MA,2102358,Toda UF
MA,2102374,Toda UF
MA,2102408,Toda UF
MA,2102507,Toda UF
MA,2102556,Toda UF
MA,2102606,Toda UF
MA,2102705,Toda UF
MA,2102754,Toda UF
MA,2102804,Toda UF
MA,2102903,Toda UF
MA,2103000,Toda UF
MA,2103109,Toda UF
MA,2103125,Toda UF
MA,2103158,Toda UF
MA,2103174,Toda UF
MA,2103208,Toda UF
MA,2103257,Toda UF
MA,2103307,Toda UF
MA,2103406,Toda UF
MA,2103505,Toda UF
MA,2103554,Toda UF
