UF,codMun,AreaPrestacao
MG,3100104,Setor 2
MG,3100203,Setor 2
MG,3100302,Setor 2
MG,3100401,Setor 2
MG,3100500,Setor 2
MG,3100609,Setor 2
MG,3100708,Setor 2
MG,3100807,Setor 2
MG,3100906,Setor 2
MG,3101003,Setor 2
MG,3101102,Setor 2
MG,3101201,Setor 2
MG,3101300,Setor 2
MG,3101409,Setor 2
MG,3101508,Setor 2
MG,3101607,Setor 2
MG,3101631,Setor 2
MG,3101706,Setor 2
MG,3101805,Setor 2
MG,3101904,Setor 2
MG,3102001,Setor 2
MG,3102050,Setor 2
MG,3102100,Setor 2
MG,3102209,Setor 2
MG,3102308,Setor 2
MG,3102407,Setor 2
MG,3102506,Setor 2
MG,3102605,Setor 2
MG,3102704,Setor 2
MG,3102803,Setor 2
MG,3102852,Setor 2
MG,3102902,Setor 2
MG,3103009,Setor 2
MG,3103108,Setor 2
MG,3103207,Setor 2
MG,3103306,Setor 2
MG,3103405,Setor 2
MG,3103504,Setor 2
MG,3103603,Setor 2
MG,3103702,Setor 2
MG,3103801,Setor 2
MG,3104007,Setor 2
MG,3104106,Setor 2
MG,3104205,Setor 2
MG,3104304,Setor 2
MG,3104403,Setor 2
MG,3104452,Setor 2
MG,3104502,Setor 2
MG,3104601,Setor 2
MG,3104700,Setor 2
MG,3104809,Setor 2
MG,3104908,Setor 2
MG,3105004,Setor 2
MG,3105103,Setor 2
MG,3105202,Setor 2
MG,3105301,Setor 2
MG,3105400,Setor 2
MG,3105509,Setor 2
MG,3105608,Setor 2
MG,3105707,Setor 2
MG,3105905,Setor 2
MG,3106002,Setor 2
MG,3106101,Setor 2
MG,3106200,Setor 2
MG,3106309,Setor 2
MG,3106408,Setor 2
MG,3106507,Setor 2
MG,3106606,Setor 2
MG,3106655,Setor 2
MG,3106705,Setor 2
MG,3106804,Setor 2
MG,3106903,Setor 2
MG,3107000,Setor 2
MG,3107109,Setor 2
MG,3107208,Setor 2
MG,3107307,Setor 2
MG,3107406,Setor 2
MG,3107505,Setor 2
MG,3107604,Setor 2
MG,3107703,Setor 2
MG,3107802,Setor 2
MG,3107901,Setor 2
MG,3108008,Setor 2
MG,3108107,Setor 2
MG,3108206,Setor 2
MG,3108255,Setor 2
MG,3108305,Setor 2
MG,3108404,Setor 2
MG,3108503,Setor 2
MG,3108552,Setor 2
MG,3108602,Setor 2
MG,3108701,Setor 2
MG,3108800,Setor 2
MG,3108909,Setor 2
MG,3109006,Setor 2
MG,3109105,Setor 2
MG,3109204,Setor 2
MG,3109253,Setor 2
MG,3109303,Setor 2
MG,3109402,Setor 2
MG,3109451,Setor 2
MG,3109501,Setor 2
MG,3109600,Setor 2
MG,3109709,Setor 2
MG,3109808,Setor 2
MG,3109907,Setor 2
MG,3110004,Setor 2
MG,3110103,Setor 2
MG,3110202,Setor 2
MG,3110301,Setor 2
MG,3110400,Setor 2
MG,3110509,Setor 2
MG,3110608,Setor 2
MG,3110707,Setor 2
MG,3110806,Setor 2
MG,3110905,Setor 2
MG,3111002,Setor 2
MG,3111150,Setor 2
MG,3111200,Setor 2
MG,3111309,Setor 2
MG,3111606,Setor 2
MG,3111705,Setor 2
MG,3111903,Setor 2
MG,3112000,Setor 2
MG,3112059,Setor 2
MG,3112109,Setor 2
MG,3112208,Setor 2
MG,3112307,Setor 2
MG,3112406,Setor 2
MG,3112505,Setor 2
MG,3112653,Setor 2
MG,3112703,Setor 2
MG,3112802,Setor 2
MG,3112901,Setor 2
MG,3113008,Setor 2
MG,3113107,Setor 2
MG,3113206,Setor 2
MG,3113305,Setor 2
MG,3113404,Setor 2
MG,3113503,Setor 2
MG,3113602,Setor 2
MG,3113701,Setor 2
MG,3113800,Setor 2
MG,3113909,Setor 2
MG,3114006,Setor 2
MG,3114105,Setor 2
MG,3114204,Setor 2
MG,3114402,Setor 2
MG,3114501,Setor 2
MG,3114600,Setor 2
MG,3114709,Setor 2
MG,3114808,Setor 2
MG,3114907,Setor 2
MG,3115003,Setor 2
MG,3115102,Setor 2
MG,3115201,Setor 2
MG,3115300,Setor 2
MG,3115359,Setor 2
MG,3115409,Setor 2
MG,3115458,Setor 2
MG,3115474,Setor 2
MG,3115508,Setor 2
MG,3115607,Setor 2
MG,3115706,Setor 2
MG,3115904,Setor 2
MG,3116001,Setor 2
MG,3116100,Setor 2
MG,3116159,Setor 2
MG,3116209,Setor 2
MG,3116308,Setor 2
MG,3116407,Setor 2
MG,3116506,Setor 2
MG,3116605,Setor 2
MG,3116704,Setor 2
MG,3116803,Setor 2
MG,3117009,Setor 2
MG,3117108,Setor 2
MG,3117207,Setor 2
MG,3117405,Setor 2
MG,3117504,Setor 2
MG,3117603,Setor 2
MG,3117702,Setor 2
MG,3117801,Setor 2
MG,3117836,Setor 2
MG,3117876,Setor 2
MG,3117900,Setor 2
MG,3118007,Setor 2
MG,3118106,Setor 2
MG,3118205,Setor 2
MG,3118304,Setor 2
MG,3118403,Setor 2
MG,3118502,Setor 2
MG,3118601,Setor 2
MG,3118700,Setor 2
MG,3118809,Setor 2
MG,3118908,Setor 2
MG,3119005,Setor 2
MG,3119104,Setor 2
MG,3119203,Setor 2
MG,3119302,Setor 2
MG,3119401,Setor 2
MG,3119500,Setor 2
MG,3119609,Setor 2
MG,3119708,Setor 2
MG,3119906,Setor 2
MG,3119955,Setor 2
MG,3120003,Setor 2
MG,3120102,Setor 2
MG,3120151,Setor 2
MG,3120201,Setor 2
MG,3120300,Setor 2
MG,3120409,Setor 2
MG,3120508,Setor 2
MG,3120607,Setor 2
MG,3120805,Setor 2
MG,3120839,Setor 2
MG,3120870,Setor 2
MG,3120904,Setor 2
MG,3121001,Setor 2
MG,3121100,Setor 2
MG,3121209,Setor 2
MG,3121308,Setor 2
MG,3121407,Setor 2
MG,3121506,Setor 2
MG,3121605,Setor 2
MG,3121704,Setor 2
MG,3121803,Setor 2
MG,3121902,Setor 2
MG,3122009,Setor 2
MG,3122108,Setor 2
MG,3122207,Setor 2
MG,3122306,Setor 2
MG,3122355,Setor 2
MG,3122405,Setor 2
MG,3122454,Setor 2
MG,3122470,Setor 2
MG,3122504,Setor 2
MG,3122603,Setor 2
MG,3122702,Setor 2
MG,3122801,Setor 2
MG,3122900,Setor 2
MG,3123007,Setor 2
MG,3123106,Setor 2
MG,3123205,Setor 2
MG,3123304,Setor 2
MG,3123403,Setor 2
MG,3123502,Setor 2
MG,3123528,Setor 2
MG,3123601,Setor 2
MG,3123700,Setor 2
MG,3123809,Setor 2
MG,3123858,Setor 2
MG,3123908,Setor 2
MG,3124005,Setor 2
MG,3124104,Setor 2
MG,3124203,Setor 2
MG,3124302,Setor 2
MG,3124401,Setor 2
MG,3124500,Setor 2
MG,3124609,Setor 2
MG,3124708,Setor 2
MG,3124807,Setor 2
MG,3124906,Setor 2
MG,3125002,Setor 2
MG,3125101,Setor 2
MG,3125200,Setor 2
MG,3125309,Setor 2
MG,3125408,Setor 2
MG,3125507,Setor 2
MG,3125606,Setor 2
MG,3125705,Setor 2
MG,3125804,Setor 2
MG,3125903,Setor 2
MG,3125952,Setor 2
MG,3126000,Setor 2
MG,3126109,Setor 2
MG,3126208,Setor 2
MG,3126307,Setor 2
MG,3126406,Setor 2
MG,3126505,Setor 2
MG,3126604,Setor 2
MG,3126703,Setor 2
MG,3126752,Setor 2
MG,3126802,Setor 2
MG,3126901,Setor 2
MG,3126950,Setor 2
MG,3127008,Setor 2
MG,3127057,Setor 2
MG,3127073,Setor 2
MG,3127206,Setor 2
MG,3127305,Setor 2
MG,3127339,Setor 2
MG,3127354,Setor 2
MG,3127370,Setor 2
MG,3127388,Setor 2
MG,3127404,Setor 2
MG,3127503,Setor 2
MG,3127602,Setor 2
MG,3127701,Setor 2
MG,3127800,Setor 2
MG,3127909,Setor 2
MG,3128006,Setor 2
MG,3128105,Setor 2
MG,3128204,Setor 2
MG,3128253,Setor 2
MG,3128303,Setor 2
MG,3128402,Setor 2
MG,3128501,Setor 2
MG,3128600,Setor 2
MG,3128709,Setor 2
MG,3128808,Setor 2
MG,3128907,Setor 2
MG,3129004,Setor 2
MG,3129202,Setor 2
MG,3129301,Setor 2
MG,3129400,Setor 2
MG,3129509,Setor 2
MG,3129608,Setor 2
MG,3129657,Setor 2
MG,3129806,Setor 2
MG,3129905,Setor 2
MG,3130002,Setor 2
MG,3130051,Setor 2
MG,3130101,Setor 2
MG,3130408,Setor 2
MG,3130507,Setor 2
MG,3130556,Setor 2
MG,3130606,Setor 2
MG,3130655,Setor 2
MG,3130804,Setor 2
MG,3130903,Setor 2
MG,3131000,Setor 2
MG,3131109,Setor 2
MG,3131158,Setor 2
MG,3131208,Setor 2
MG,3131307,Setor 2
MG,3131505,Setor 2
MG,3131604,Setor 2
MG,3131703,Setor 2
MG,3131802,Setor 2
MG,3131901,Setor 2
MG,3132008,Setor 2
MG,3132107,Setor 2
MG,3132206,Setor 2
MG,3132305,Setor 2
MG,3132404,Setor 2
MG,3132503,Setor 2
MG,3132602,Setor 2
MG,3132701,Setor 2
MG,3132800,Setor 2
MG,3132909,Setor 2
MG,3133006,Setor 2
MG,3133105,Setor 2
MG,3133204,Setor 2
MG,3133303,Setor 2
MG,3133501,Setor 2
MG,3133600,Setor 2
MG,3133709,Setor 2
MG,3133758,Setor 2
MG,3133808,Setor 2
MG,3133907,Setor 2
MG,3134004,Setor 2
MG,3134103,Setor 2
MG,3134301,Setor 2
MG,3134509,Setor 2
MG,3134608,Setor 2
MG,3134707,Setor 2
MG,3134806,Setor 2
MG,3134905,Setor 2
MG,3135001,Setor 2
MG,3135050,Setor 2
MG,3135076,Setor 2
MG,3135100,Setor 2
MG,3135209,Setor 2
MG,3135308,Setor 2
MG,3135357,Setor 2
MG,3135407,Setor 2
MG,3135456,Setor 2
MG,3135506,Setor 2
MG,3135605,Setor 2
MG,3135704,Setor 2
MG,3135803,Setor 2
MG,3135902,Setor 2
MG,3136009,Setor 2
MG,3136108,Setor 2
MG,3136207,Setor 2
MG,3136306,Setor 2
MG,3136405,Setor 2
MG,3136504,Setor 2
MG,3136520,Setor 2
MG,3136553,Setor 2
MG,3136579,Setor 2
MG,3136603,Setor 2
MG,3136652,Setor 2
MG,3136702,Setor 2
MG,3136801,Setor 2
MG,3136900,Setor 2
MG,3136959,Setor 2
MG,3137007,Setor 2
MG,3137205,Setor 2
MG,3137304,Setor 2
MG,3137403,Setor 2
MG,3137601,Setor 2
MG,3137700,Setor 2
MG,3137809,Setor 2
MG,3137908,Setor 2
MG,3138005,Setor 2
MG,3138104,Setor 2
MG,3138203,Setor 2
MG,3138302,Setor 2
MG,3138351,Setor 2
MG,3138401,Setor 2
MG,3138500,Setor 2
MG,3138609,Setor 2
MG,3138658,Setor 2
MG,3138674,Setor 2
MG,3138682,Setor 2
MG,3138708,Setor 2
MG,3138906,Setor 2
MG,3139003,Setor 2
MG,3139102,Setor 2
MG,3139201,Setor 2
MG,3139250,Setor 2
MG,3139300,Setor 2
MG,3139409,Setor 2
MG,3139508,Setor 2
MG,3139607,Setor 2
MG,3139805,Setor 2
MG,3139904,Setor 2
MG,3140001,Setor 2
MG,3140100,Setor 2
MG,3140159,Setor 2
MG,3140209,Setor 2
MG,3140308,Setor 2
MG,3140407,Setor 2
MG,3140506,Setor 2
MG,3140530,Setor 2
MG,3140555,Setor 2
MG,3140605,Setor 2
MG,3140704,Setor 2
MG,3140803,Setor 2
MG,3140852,Setor 2
MG,3140902,Setor 2
MG,3141009,Setor 2
MG,3141108,Setor 2
MG,3141207,Setor 2
MG,3141306,Setor 2
MG,3141405,Setor 2
MG,3141504,Setor 2
MG,3141603,Setor 2
MG,3141702,Setor 2
MG,3141801,Setor 2
MG,3141900,Setor 2
MG,3142007,Setor 2
MG,3142106,Setor 2
MG,3142205,Setor 2
MG,3142254,Setor 2
MG,3142304,Setor 2
MG,3142502,Setor 2
MG,3142601,Setor 2
MG,3142700,Setor 2
MG,3142908,Setor 2
MG,3143005,Setor 2
MG,3143104,Setor 2
MG,3143153,Setor 2
MG,3143302,Setor 2
MG,3143401,Setor 2
MG,3143450,Setor 2
MG,3143500,Setor 2
MG,3143609,Setor 2
MG,3143708,Setor 2
MG,3143807,Setor 2
MG,3143906,Setor 2
MG,3144003,Setor 2
MG,3144102,Setor 2
MG,3144201,Setor 2
MG,3144300,Setor 2
MG,3144359,Setor 2
MG,3144375,Setor 2
MG,3144409,Setor 2
MG,3144508,Setor 2
MG,3144607,Setor 2
MG,3144656,Setor 2
MG,3144672,Setor 2
MG,3144706,Setor 2
MG,3144805,Setor 2
MG,3144904,Setor 2
MG,3145059,Setor 2
MG,3145109,Setor 2
MG,3145307,Setor 2
MG,3145356,Setor 2
MG,3145372,Setor 2
MG,3145406,Setor 2
MG,3145455,Setor 2
MG,3145505,Setor 2
MG,3145604,Setor 2
MG,3145703,Setor 2
MG,3145802,Setor 2
MG,3145851,Setor 2
MG,3145877,Setor 2
MG,3145901,Setor 2
MG,3146008,Setor 2
MG,3146107,Setor 2
MG,3146206,Setor 2
MG,3146255,Setor 2
MG,3146305,Setor 2
MG,3146404,Setor 2
MG,3146503,Setor 2
MG,3146552,Setor 2
MG,3146602,Setor 2
MG,3146701,Setor 2
MG,3146750,Setor 2
MG,3147006,Setor 2
MG,3147204,Setor 2
MG,3147303,Setor 2
MG,3147402,Setor 2
MG,3147501,Setor 2
MG,3147600,Setor 2
MG,3147709,Setor 2
MG,3147808,Setor 2
MG,3147907,Setor 2
MG,3147956,Setor 2
MG,3148103,Setor 2
MG,3148202,Setor 2
MG,3148301,Setor 2
MG,3148400,Setor 2
MG,3148509,Setor 2
MG,3148608,Setor 2
MG,3148707,Setor 2
MG,3148756,Setor 2
MG,3148806,Setor 2
MG,3148905,Setor 2
MG,3149002,Setor 2
MG,3149101,Setor 2
MG,3149150,Setor 2
MG,3149309,Setor 2
MG,3149408,Setor 2
MG,3149507,Setor 2
MG,3149804,Setor 2
MG,3149903,Setor 2
MG,3149952,Setor 2
MG,3150000,Setor 2
MG,3150109,Setor 2
MG,3150158,Setor 2
MG,3150208,Setor 2
MG,3150307,Setor 2
MG,3150406,Setor 2
MG,3150505,Setor 2
MG,3150539,Setor 2
MG,3150570,Setor 2
MG,3150604,Setor 2
MG,3150802,Setor 2
MG,3150901,Setor 2
MG,3151008,Setor 2
MG,3151107,Setor 2
MG,3151206,Setor 2
MG,3151305,Setor 2
MG,3151503,Setor 2
MG,3151701,Setor 2
MG,3151800,Setor 2
MG,3151909,Setor 2
MG,3152006,Setor 2
MG,3152105,Setor 2
MG,3152131,Setor 2
MG,3152170,Setor 2
MG,3152204,Setor 2
MG,3152303,Setor 2
MG,3152402,Setor 2
MG,3152501,Setor 2
MG,3152600,Setor 2
MG,3152709,Setor 2
MG,3152907,Setor 2
MG,3153004,Setor 2
MG,3153103,Setor 2
MG,3153202,Setor 2
MG,3153301,Setor 2
MG,3153509,Setor 2
MG,3153608,Setor 2
MG,3153707,Setor 2
MG,3153806,Setor 2
MG,3153905,Setor 2
MG,3154002,Setor 2
MG,3154101,Setor 2
MG,3154150,Setor 2
MG,3154200,Setor 2
MG,3154309,Setor 2
MG,3154408,Setor 2
MG,3154457,Setor 2
MG,3154507,Setor 2
MG,3154606,Setor 2
MG,3154705,Setor 2
MG,3154804,Setor 2
MG,3154903,Setor 2
MG,3155009,Setor 2
MG,3155108,Setor 2
MG,3155207,Setor 2
MG,3155306,Setor 2
MG,3155405,Setor 2
MG,3155603,Setor 2
MG,3155702,Setor 2
MG,3155801,Setor 2
MG,3155900,Setor 2
MG,3156007,Setor 2
MG,3156106,Setor 2
MG,3156205,Setor 2
MG,3156304,Setor 2
MG,3156403,Setor 2
MG,3156452,Setor 2
MG,3156502,Setor 2
MG,3156601,Setor 2
MG,3156700,Setor 2
MG,3156809,Setor 2
MG,3156908,Setor 2
MG,3157005,Setor 2
MG,3157104,Setor 2
MG,3157203,Setor 2
MG,3157252,Setor 2
MG,3157278,Setor 2
MG,3157302,Setor 2
MG,3157336,Setor 2
MG,3157377,Setor 2
MG,3157401,Setor 2
MG,3157500,Setor 2
MG,3157609,Setor 2
MG,3157658,Setor 2
MG,3157807,Setor 2
MG,3157906,Setor 2
MG,3158003,Setor 2
MG,3158102,Setor 2
MG,3158201,Setor 2
MG,3158300,Setor 2
MG,3158409,Setor 2
MG,3158508,Setor 2
MG,3158607,Setor 2
MG,3158706,Setor 2
MG,3158805,Setor 2
MG,3158904,Setor 2
MG,3158953,Setor 2
MG,3159001,Setor 2
MG,3159100,Setor 2
MG,3159209,Setor 2
MG,3159308,Setor 2
MG,3159357,Setor 2
MG,3159407,Setor 2
MG,3159506,Setor 2
MG,3159605,Setor 2
MG,3159704,Setor 2
MG,3159902,Setor 2
MG,3160009,Setor 2
MG,3160108,Setor 2
MG,3160207,Setor 2
MG,3160306,Setor 2
MG,3160405,Setor 2
MG,3160454,Setor 2
MG,3160504,Setor 2
MG,3160603,Setor 2
MG,3160702,Setor 2
MG,3160801,Setor 2
MG,3160900,Setor 2
MG,3160959,Setor 2
MG,3161007,Setor 2
MG,3161056,Setor 2
MG,3161106,Setor 2
MG,3161205,Setor 2
MG,3161403,Setor 2
MG,3161502,Setor 2
MG,3161601,Setor 2
MG,3161650,Setor 2
MG,3161700,Setor 2
MG,3161809,Setor 2
MG,3161908,Setor 2
MG,3162005,Setor 2
MG,3162104,Setor 2
MG,3162203,Setor 2
MG,3162252,Setor 2
MG,3162302,Setor 2
MG,3162401,Setor 2
MG,3162450,Setor 2
MG,3162500,Setor 2
MG,3162559,Setor 2
MG,3162575,Setor 2
MG,3162609,Setor 2
MG,3162658,Setor 2
MG,3162708,Setor 2
MG,3162807,Setor 2
MG,3162906,Setor 2
MG,3162922,Setor 2
MG,3162948,Setor 2
MG,3162955,Setor 2
MG,3163003,Setor 2
MG,3163201,Setor 2
MG,3163300,Setor 2
MG,3163409,Setor 2
MG,3163508,Setor 2
MG,3163607,Setor 2
MG,3163706,Setor 2
MG,3163805,Setor 2
MG,3163904,Setor 2
MG,3164001,Setor 2
MG,3164100,Setor 2
MG,3164209,Setor 2
MG,3164308,Setor 2
MG,3164407,Setor 2
MG,3164431,Setor 2
MG,3164472,Setor 2
MG,3164506,Setor 2
MG,3164605,Setor 2
MG,3164704,Setor 2
MG,3164803,Setor 2
MG,3164902,Setor 2
MG,3165008,Setor 2
MG,3165107,Setor 2
MG,3165206,Setor 2
MG,3165305,Setor 2
MG,3165404,Setor 2
MG,3165503,Setor 2
MG,3165537,Setor 2
MG,3165552,Setor 2
MG,3165560,Setor 2
MG,3165578,Setor 2
MG,3165602,Setor 2
MG,3165701,Setor 2
MG,3165800,Setor 2
MG,3165909,Setor 2
MG,3166006,Setor 2
MG,3166105,Setor 2
MG,3166204,Setor 2
MG,3166303,Setor 2
MG,3166402,Setor 2
MG,3166501,Setor 2
MG,3166600,Setor 2
MG,3166709,Setor 2
MG,3166808,Setor 2
MG,3166907,Setor 2
MG,3166956,Setor 2
MG,3167004,Setor 2
MG,3167103,Setor 2
MG,3167202,Setor 2
MG,3167301,Setor 2
MG,3167400,Setor 2
MG,3167509,Setor 2
MG,3167608,Setor 2
MG,3167707,Setor 2
MG,3167806,Setor 2
MG,3167905,Setor 2
MG,3168002,Setor 2
MG,3168051,Setor 2
MG,3168101,Setor 2
MG,3168200,Setor 2
MG,3168309,Setor 2
MG,3168408,Setor 2
MG,3168507,Setor 2
MG,3168606,Setor 2
MG,3168705,Setor 2
MG,3168804,Setor 2
MG,3168903,Setor 2
MG,3169000,Setor 2
MG,3169059,Setor 2
MG,3169109,Setor 2
MG,3169208,Setor 2
MG,3169307,Setor 2
MG,3169356,Setor 2
MG,3169406,Setor 2
MG,3169505,Setor 2
MG,3169703,Setor 2
MG,3169802,Setor 2
MG,3169901,Setor 2
MG,3170008,Setor 2
MG,3170057,Setor 2
MG,3170305,Setor 2
MG,3170404,Setor 2
MG,3170479,Setor 2
MG,3170503,Setor 2
MG,3170529,Setor 2
MG,3170578,Setor 2
MG,3170602,Setor 2
MG,3170651,Setor 2
MG,3170701,Setor 2
MG,3170750,Setor 2
MG,3170800,Setor 2
MG,3170909,Setor 2
MG,3171030,Setor 2
MG,3171071,Setor 2
MG,3171105,Setor 2
MG,3171154,Setor 2
MG,3171204,Setor 2
MG,3171303,Setor 2
MG,3171402,Setor 2
MG,3171501,Setor 2
MG,3171600,Setor 2
MG,3171709,Setor 2
MG,3171808,Setor 2
MG,3171907,Setor 2
MG,3172004,Setor 2
MG,3172103,Setor 2
MG,3172202,Setor 2
MG,3103751,Setor 3
MG,3103900,Setor 3
MG,3111101,Setor 3
MG,3111408,Setor 3
MG,3111507,Setor 3
MG,3111804,Setor 3
MG,3112604,Setor 3
MG,3114303,Setor 3
MG,3114550,Setor 3
MG,3115805,Setor 3
MG,3116902,Setor 3
MG,3117306,Setor 3
MG,3119807,Setor 3
MG,3120706,Setor 3
MG,3121258,Setor 3
MG,3127107,Setor 3
MG,3129103,Setor 3
MG,3129707,Setor 3
MG,3130200,Setor 3
MG,3130309,Setor 3
MG,3130705,Setor 3
MG,3131406,Setor 3
MG,3133402,Setor 3
MG,3134202,Setor 3
MG,3134400,Setor 3
MG,3137106,Setor 3
MG,3137502,Setor 3
MG,3137536,Setor 3
MG,3138625,Setor 3
MG,3138807,Setor 3
MG,3139706,Setor 3
MG,3142403,Setor 3
MG,3142809,Setor 3
MG,3143203,Setor 3
MG,3145000,Setor 3
MG,3145208,Setor 3
MG,3146909,Setor 3
MG,3147105,Setor 3
MG,3148004,Setor 3
MG,3149200,Setor 3
MG,3149606,Setor 3
MG,3149705,Setor 3
MG,3150703,Setor 3
MG,3151404,Setor 3
MG,3151602,Setor 3
MG,3152808,Setor 3
MG,3153400,Setor 3
MG,3155504,Setor 3
MG,3157708,Setor 3
MG,3159803,Setor 3
MG,3161304,Setor 3
MG,3163102,Setor 3
MG,3169604,Setor 3
MG,3170107,Setor 3
MG,3170206,Setor 3
MG,3170438,Setor 3
MG,3171006,Setor 3
PR,4100103,Setor 19
PR,4100202,Setor 19
PR,4100301,Setor 19
PR,4100400,Setor 19
PR,4100459,Setor 19
PR,4100509,Setor 19
PR,4100608,Setor 19
PR,4100707,Setor 19
PR,4100806,Setor 19
PR,4100905,Setor 19
PR,4101002,Setor 19
PR,4101051,Setor 19
PR,4101101,Setor 19
PR,4101150,Setor 19
PR,4101200,Setor 19
PR,4101309,Setor 19
PR,4101408,Setor 19
PR,4101507,Setor 19
PR,4101606,Setor 19
PR,4101655,Setor 19
PR,4101705,Setor 19
PR,4101804,Setor 19
PR,4101853,Setor 19
PR,4101903,Setor 19
PR,4102000,Setor 19
PR,4102109,Setor 19
PR,4102208,Setor 19
PR,4102307,Setor 19
PR,4102406,Setor 19
PR,4102505,Setor 19
PR,4102604,Setor 19
PR,4102703,Setor 19
PR,4102752,Setor 19
PR,4102802,Setor 19
PR,4102901,Setor 19
PR,4103008,Setor 19
PR,4103024,Setor 19
PR,4103040,Setor 19
PR,4103057,Setor 19
PR,4103107,Setor 19
PR,4103156,Setor 19
PR,4103206,Setor 19
PR,4103222,Setor 19
PR,4103305,Setor 19
PR,4103354,Setor 19
PR,4103370,Setor 19
PR,4103404,Setor 19
PR,4103453,Setor 19
PR,4103479,Setor 19
PR,4103503,Setor 19
PR,4103602,Setor 19
PR,4103701,Setor 19
PR,4103800,Setor 19
PR,4103909,Setor 19
PR,4103958,Setor 19
PR,4104006,Setor 19
PR,4104055,Setor 19
PR,4104105,Setor 19
PR,4104204,Setor 19
PR,4104253,Setor 19
PR,4104303,Setor 19
PR,4104402,Setor 19
PR,4104428,Setor 19
PR,4104451,Setor 19
PR,4104501,Setor 19
PR,4104600,Setor 19
PR,4104659,Setor 19
PR,4104709,Setor 19
PR,4104808,Setor 19
PR,4104907,Setor 19
PR,4105003,Setor 19
PR,4105102,Setor 19
PR,4105201,Setor 19
PR,4105300,Setor 19
PR,4105409,Setor 19
PR,4105508,Setor 19
PR,4105607,Setor 19
PR,4105706,Setor 19
PR,4105805,Setor 19
PR,4105904,Setor 19
PR,4106001,Setor 19
PR,4106100,Setor 19
PR,4106209,Setor 19
PR,4106308,Setor 19
PR,4106407,Setor 19
PR,4106456,Setor 19
PR,4106506,Setor 19
PR,4106555,Setor 19
PR,4106571,Setor 19
PR,4106605,Setor 19
PR,4106704,Setor 19
PR,4106803,Setor 19
PR,4106852,Setor 19
PR,4106902,Setor 19
PR,4107009,Setor 19
PR,4107108,Setor 19
PR,4107124,Setor 19
PR,4107157,Setor 19
PR,4107207,Setor 19
PR,4107256,Setor 19
PR,4107306,Setor 19
PR,4107405,Setor 19
PR,4107504,Setor 19
PR,4107520,Setor 19
PR,4107538,Setor 19
PR,4107546,Setor 19
PR,4107553,Setor 19
PR,4107603,Setor 19
PR,4107652,Setor 19
PR,4107702,Setor 19
PR,4107736,Setor 19
PR,4107751,Setor 19
PR,4107801,Setor 19
PR,4107850,Setor 19
PR,4107900,Setor 19
PR,4108007,Setor 19
PR,4108106,Setor 19
PR,4108205,Setor 19
PR,4108304,Setor 19
PR,4108320,Setor 19
PR,4108403,Setor 19
PR,4108452,Setor 19
PR,4108502,Setor 19
PR,4108551,Setor 19
PR,4108601,Setor 19
PR,4108650,Setor 19
PR,4108700,Setor 19
PR,4108809,Setor 19
PR,4108908,Setor 19
PR,4108957,Setor 19
PR,4109005,Setor 19
PR,4109104,Setor 19
PR,4109203,Setor 19
PR,4109302,Setor 19
PR,4109401,Setor 19
PR,4109500,Setor 19
PR,4109609,Setor 19
PR,4109658,Setor 19
PR,4109708,Setor 19
PR,4109757,Setor 19
PR,4109807,Setor 19
PR,4109906,Setor 19
PR,4110003,Setor 19
PR,4110052,Setor 19
PR,4110078,Setor 19
PR,4110102,Setor 19
PR,4110201,Setor 19
PR,4110300,Setor 19
PR,4110409,Setor 19
PR,4110508,Setor 19
PR,4110607,Setor 19
PR,4110656,Setor 19
PR,4110706,Setor 19
PR,4110805,Setor 19
PR,4110904,Setor 19
PR,4110953,Setor 19
PR,4111001,Setor 19
PR,4111100,Setor 19
PR,4111209,Setor 19
PR,4111258,Setor 19
PR,4111308,Setor 19
PR,4111407,Setor 19
PR,4111506,Setor 19
PR,4111555,Setor 19
PR,4111605,Setor 19
PR,4111704,Setor 19
PR,4111803,Setor 19
PR,4111902,Setor 19
PR,4112009,Setor 19
PR,4112108,Setor 19
PR,4112207,Setor 19
PR,4112306,Setor 19
PR,4112405,Setor 19
PR,4112504,Setor 19
PR,4112603,Setor 19
PR,4112702,Setor 19
PR,4112751,Setor 19
PR,4112801,Setor 19
PR,4112900,Setor 19
PR,4112959,Setor 19
PR,4113007,Setor 19
PR,4113106,Setor 19
PR,4113205,Setor 19
PR,4113254,Setor 19
PR,4113304,Setor 19
PR,4113403,Setor 19
PR,4113429,Setor 19
PR,4113452,Setor 19
PR,4113502,Setor 19
PR,4113601,Setor 19
PR,4113734,Setor 19
PR,4113759,Setor 19
PR,4113809,Setor 19
PR,4113908,Setor 19
PR,4114005,Setor 19
PR,4114104,Setor 19
PR,4114203,Setor 19
PR,4114302,Setor 19
PR,4114351,Setor 19
PR,4114401,Setor 19
PR,4114500,Setor 19
PR,4114609,Setor 19
PR,4114708,Setor 19
PR,4114807,Setor 19
PR,4114906,Setor 19
PR,4115002,Setor 19
PR,4115101,Setor 19
PR,4115200,Setor 19
PR,4115309,Setor 19
PR,4115358,Setor 19
PR,4115408,Setor 19
PR,4115457,Setor 19
PR,4115507,Setor 19
PR,4115606,Setor 19
PR,4115705,Setor 19
PR,4115739,Setor 19
PR,4115754,Setor 19
PR,4115804,Setor 19
PR,4115853,Setor 19
PR,4115903,Setor 19
PR,4116000,Setor 19
PR,4116059,Setor 19
