UF,Municipio,popMun,AnoBase,codMun,popUF
RO,Alta Floresta D'Oeste,25652,2014,1100015,1748531
RO,Alto Alegre dos Parecis,13884,2014,1100379,1748531
RO,Alto Paraíso,19841,2014,1100403,1748531
RO,Alvorada D'Oeste,17228,2014,1100346,1748531
RO,Ariquemes,102860,2014,1100023,1748531
RO,Buritis,37207,2014,1100452,1748531
RO,Cabixi,6424,2014,1100031,1748531
RO,Cacaulândia,6318,2014,1100601,1748531
RO,Cacoal,86556,2014,1100049,1748531
RO,Campo Novo de Rondônia,14081,2014,1100700,1748531
RO,Candeias do Jamari,23573,2014,1100809,1748531
RO,Castanheiras,3653,2014,1100908,1748531
RO,Cerejeiras,18013,2014,1100056,1748531
RO,Chupinguaia,9887,2014,1100924,1748531
RO,Colorado do Oeste,19001,2014,1100064,1748531
RO,Corumbiara,8938,2014,1100072,1748531
RO,Costa Marques,16258,2014,1100080,1748531
RO,Cujubim,20204,2014,1100940,1748531
RO,Espigão D'Oeste,32047,2014,1100098,1748531
RO,Governador Jorge Teixeira,10327,2014,1101005,1748531
RO,Guajará-Mirim,46203,2014,1100106,1748531
RO,Itapuã do Oeste,9831,2014,1101104,1748531
RO,Jaru,55669,2014,1100114,1748531
RO,Ji-Paraná,129242,2014,1100122,1748531
RO,Machadinho D'Oeste,36412,2014,1100130,1748531
RO,Ministro Andreazza,10860,2014,1101203,1748531
RO,Mirante da Serra,12414,2014,1101302,1748531
RO,Monte Negro,15710,2014,1101401,1748531
RO,Nova Brasilândia D'Oeste,21511,2014,1100148,1748531
RO,Nova Mamoré,26925,2014,1100338,1748531
RO,Nova União,7853,2014,1101435,1748531
RO,Novo Horizonte do Oeste,10393,2014,1100502,1748531
RO,Ouro Preto do Oeste,40010,2014,1100155,1748531
RO,Parecis,5589,2014,1101450,1748531
RO,Pimenta Bueno,37230,2014,1100189,1748531
RO,Pimenteiras do Oeste,2432,2014,1101468,1748531
RO,Porto Velho,494013,2014,1100205,1748531
RO,Presidente Médici,22783,2014,1100254,1748531
RO,Primavera de Rondônia,3548,2014,1101476,1748531
RO,Rio Crespo,3709,2014,1100262,1748531
RO,Rolim de Moura,55807,2014,1100288,1748531
RO,Santa Luzia D'Oeste,8706,2014,1100296,1748531
RO,São Felipe D'Oeste,6160,2014,1101484,1748531
RO,São Francisco do Guaporé,18640,2014,1101492,1748531
RO,São Miguel do Guaporé,23803,2014,1100320,1748531
RO,Seringueiras,12543,2014,1101500,1748531
RO,Teixeirópolis,5041,2014,1101559,1748531
RO,Theobroma,11345,2014,1101609,1748531
RO,Urupá,13391,2014,1101708,1748531
RO,Vale do Anari,10682,2014,1101757,1748531
RO,Vale do Paraíso,8327,2014,1101807,1748531
RO,Vilhena,89797,2014,1100304,1748531
AC,Acrelândia,13613,2014,1200013,790101
AC,Assis Brasil,6610,2014,1200054,790101
AC,Brasiléia,23378,2014,1200104,790101
AC,Bujari,9173,2014,1200138,790101
AC,Capixaba,10170,2014,1200179,790101
AC,Cruzeiro do Sul,80953,2014,1200203,790101
AC,Epitaciolândia,16417,2014,1200252,790101
AC,Feijó,32398,2014,1200302,790101
AC,Jordão,7330,2014,1200328,790101
AC,Mâncio Lima,16795,2014,1200336,790101
AC,Manoel Urbano,8514,2014,1200344,790101
AC,Marechal Thaumaturgo,16380,2014,1200351,790101
AC,Plácido de Castro,17979,2014,1200385,790101
AC,Porto Acre,16396,2014,1200807,790101
AC,Porto Walter,10453,2014,1200393,790101
AC,Rio Branco,363928,2014,1200401,790101
AC,Rodrigues Alves,16475,2014,1200427,790101
AC,Santa Rosa do Purus,5593,2014,1200435,790101
AC,Sena Madureira,41036,2014,1200500,790101
AC,Senador Guiomard,20992,2014,1200450,790101
AC,Tarauacá,38201,2014,1200609,790101
AC,Xapuri,17317,2014,1200708,790101
AM,Alvarães,15357,2014,1300029,3873743
AM,Amaturá,10644,2014,1300060,3873743
AM,Anamã,11981,2014,1300086,3873743
AM,Anori,18826,2014,1300102,3873743
AM,Apuí,20258,2014,1300144,3873743
AM,Atalaia do Norte,17658,2014,1300201,3873743
AM,Autazes,36301,2014,1300300,3873743
AM,Barcelos,27273,2014,1300409,3873743
AM,Barreirinha,30202,2014,1300508,3873743
AM,Benjamin Constant,38533,2014,1300607,3873743
AM,Beruri,17755,2014,1300631,3873743
AM,Boa Vista do Ramos,17248,2014,1300680,3873743
AM,Boca do Acre,33148,2014,1300706,3873743
AM,Borba,38688,2014,1300805,3873743
AM,Caapiranga,12214,2014,1300839,3873743
AM,Canutama,14944,2014,1300904,3873743
AM,Carauari,27645,2014,1301001,3873743
AM,Careiro,35938,2014,1301100,3873743
AM,Careiro da Várzea,27357,2014,1301159,3873743
AM,Coari,82209,2014,1301209,3873743
AM,Codajás,26242,2014,1301308,3873743
AM,Eirunepé,33580,2014,1301407,3873743
AM,Envira,18422,2014,1301506,3873743
AM,Fonte Boa,21295,2014,1301605,3873743
AM,Guajará,15561,2014,1301654,3873743
AM,Humaitá,50230,2014,1301704,3873743
AM,Ipixuna,26118,2014,1301803,3873743
AM,Iranduba,45250,2014,1301852,3873743
AM,Itacoatiara,95714,2014,1301902,3873743
AM,Itamarati,8205,2014,1301951,3873743
AM,Itapiranga,8864,2014,1302009,3873743
AM,Japurá,5599,2014,1302108,3873743
AM,Juruá,12807,2014,1302207,3873743
AM,Jutaí,16977,2014,1302306,3873743
AM,Lábrea,42439,2014,1302405,3873743
AM,Manacapuru,92996,2014,1302504,3873743
AM,Manaquiri,27480,2014,1302553,3873743
AM,Manaus,2020301,2014,1302603,3873743
AM,Manicoré,52200,2014,1302702,3873743
AM,Maraã,18367,2014,1302801,3873743
AM,Maués,58834,2014,1302900,3873743
AM,Nhamundá,20078,2014,1303007,3873743
AM,Nova Olinda do Norte,34498,2014,1303106,3873743
AM,Novo Airão,17199,2014,1303205,3873743
AM,Novo Aripuanã,23905,2014,1303304,3873743
AM,Parintins,110411,2014,1303403,3873743
AM,Pauini,19265,2014,1303502,3873743
AM,Presidente Figueiredo,31903,2014,1303536,3873743
AM,Rio Preto da Eva,29771,2014,1303569,3873743
AM,Santa Isabel do Rio Negro,21702,2014,1303601,3873743
AM,Santo Antônio do Içá,24005,2014,1303700,3873743
AM,São Gabriel da Cachoeira,42342,2014,1303809,3873743
AM,São Paulo de Olivença,35757,2014,1303908,3873743
AM,São Sebastião do Uatumã,12451,2014,1303957,3873743
AM,Silves,9014,2014,1304005,3873743
AM,Tabatinga,59684,2014,1304062,3873743
AM,Tapauá,18266,2014,1304104,3873743
AM,Tefé,62662,2014,1304203,3873743
AM,Tonantins,18322,2014,1304237,3873743
AM,Uarini,12963,2014,1304260,3873743
AM,Urucará,17264,2014,1304302,3873743
AM,Urucurituba,20621,2014,1304401,3873743
RR,Alto Alegre,16301,2014,1400050,496936
RR,Amajari,10721,2014,1400027,496936
RR,Boa Vista,314900,2014,1400100,496936
RR,Bonfim,11632,2014,1400159,496936
RR,Cantá,15774,2014,1400175,496936
RR,Caracaraí,19981,2014,1400209,496936
RR,Caroebe,8997,2014,1400233,496936
RR,Iracema,10043,2014,1400282,496936
RR,Mucajaí,16137,2014,1400308,496936
RR,Normandia,9953,2014,1400407,496936
RR,Pacaraima,11667,2014,1400456,496936
RR,Rorainópolis,26811,2014,1400472,496936
RR,São João da Baliza,7401,2014,1400506,496936
RR,São Luiz,7309,2014,1400605,496936
RR,Uiramutã,9309,2014,1400704,496936
PA,Abaetetuba,148873,2014,1500107,8104880
PA,Abel Figueiredo,7070,2014,1500131,8104880
PA,Acará,54047,2014,1500206,8104880
PA,Afuá,37004,2014,1500305,8104880
PA,Água Azul do Norte,26105,2014,1500347,8104880
PA,Alenquer,54353,2014,1500404,8104880
PA,Almeirim,33466,2014,1500503,8104880
PA,Altamira,106768,2014,1500602,8104880
PA,Anajás,27051,2014,1500701,8104880
PA,Ananindeua,499776,2014,1500800,8104880
PA,Anapu,24525,2014,1500859,8104880
PA,Augusto Corrêa,43154,2014,1500909,8104880
PA,Aurora do Pará,28974,2014,1500958,8104880
PA,Aveiro,15956,2014,1501006,8104880
PA,Bagre,27491,2014,1501105,8104880
PA,Baião,42513,2014,1501204,8104880
PA,Bannach,3303,2014,1501253,8104880
PA,Barcarena,112921,2014,1501303,8104880
PA,Belém,1432844,2014,1501402,8104880
PA,Belterra,16924,2014,1501451,8104880
PA,Benevides,57393,2014,1501501,8104880
PA,Bom Jesus do Tocantins,16074,2014,1501576,8104880
PA,Bonito,14990,2014,1501600,8104880
PA,Bragança,120124,2014,1501709,8104880
PA,Brasil Novo,15139,2014,1501725,8104880
PA,Brejo Grande do Araguaia,7258,2014,1501758,8104880
PA,Breu Branco,59651,2014,1501782,8104880
PA,Breves,97351,2014,1501808,8104880
PA,Bujaru,27349,2014,1501907,8104880
PA,Cachoeira do Arari,22100,2014,1502004,8104880
PA,Cachoeira do Piriá,30430,2014,1501956,8104880
PA,Cametá,129161,2014,1502103,8104880
PA,Canaã dos Carajás,32366,2014,1502152,8104880
PA,Capanema,65932,2014,1502202,8104880
PA,Capitão Poço,52616,2014,1502301,8104880
PA,Castanhal,186895,2014,1502400,8104880
PA,Chaves,22302,2014,1502509,8104880
PA,Colares,11641,2014,1502608,8104880
PA,Conceição do Araguaia,46302,2014,1502707,8104880
PA,Concórdia do Pará,30801,2014,1502756,8104880
PA,Cumaru do Norte,12069,2014,1502764,8104880
PA,Curionópolis,17844,2014,1502772,8104880
PA,Curralinho,31591,2014,1502806,8104880
PA,Curuá,13333,2014,1502855,8104880
PA,Curuçá,37188,2014,1502905,8104880
PA,Dom Eliseu,55513,2014,1502939,8104880
PA,Eldorado dos Carajás,32544,2014,1502954,8104880
PA,Faro,7504,2014,1503002,8104880
PA,Floresta do Araguaia,19005,2014,1503044,8104880
PA,Garrafão do Norte,25307,2014,1503077,8104880
PA,Goianésia do Pará,37249,2014,1503093,8104880
PA,Gurupá,31182,2014,1503101,8104880
PA,Igarapé-Açu,37112,2014,1503200,8104880
PA,Igarapé-Miri,59998,2014,1503309,8104880
PA,Inhangapi,10876,2014,1503408,8104880
PA,Ipixuna do Pará,56613,2014,1503457,8104880
PA,Irituia,31644,2014,1503507,8104880
PA,Itaituba,98405,2014,1503606,8104880
PA,Itupiranga,51743,2014,1503705,8104880
PA,Jacareacanga,41487,2014,1503754,8104880
PA,Jacundá,55204,2014,1503804,8104880
PA,Juruti,52755,2014,1503903,8104880
PA,Limoeiro do Ajuru,26961,2014,1504000,8104880
PA,Mãe do Rio,28800,2014,1504059,8104880
PA,Magalhães Barata,8260,2014,1504109,8104880
PA,Marabá,257062,2014,1504208,8104880
PA,Maracanã,28643,2014,1504307,8104880
PA,Marapanim,27262,2014,1504406,8104880
PA,Marituba,120305,2014,1504422,8104880
PA,Medicilândia,29444,2014,1504455,8104880
PA,Melgaço,26133,2014,1504505,8104880
PA,Mocajuba,28933,2014,1504604,8104880
PA,Moju,76096,2014,1504703,8104880
PA,Mojuí dos Campos,15341,2014,1504752,8104880
PA,Monte Alegre,56231,2014,1504802,8104880
PA,Muaná,37314,2014,1504901,8104880
PA,Nova Esperança do Piriá,20596,2014,1504950,8104880
PA,Nova Ipixuna,15632,2014,1504976,8104880
PA,Nova Timboteua,14472,2014,1505007,8104880
PA,Novo Progresso,25169,2014,1505031,8104880
PA,Novo Repartimento,69267,2014,1505064,8104880
PA,Óbidos,50317,2014,1505106,8104880
PA,Oeiras do Pará,30490,2014,1505205,8104880
PA,Oriximiná,67939,2014,1505304,8104880
PA,Ourém,16986,2014,1505403,8104880
PA,Ourilândia do Norte,30171,2014,1505437,8104880
PA,Pacajá,43930,2014,1505486,8104880
PA,Palestina do Pará,7444,2014,1505494,8104880
PA,Paragominas,105417,2014,1505502,8104880
PA,Parauapebas,183352,2014,1505536,8104880
PA,Pau D'Arco,5637,2014,1505551,8104880
PA,Peixe-Boi,7881,2014,1505601,8104880
PA,Piçarra,12697,2014,1505635,8104880
PA,Placas,27700,2014,1505650,8104880
PA,Ponta de Pedras,28601,2014,1505700,8104880
PA,Portel,57205,2014,1505809,8104880
PA,Porto de Moz,37669,2014,1505908,8104880
PA,Prainha,29270,2014,1506005,8104880
PA,Primavera,10458,2014,1506104,8104880
PA,Quatipuru,12943,2014,1506112,8104880
PA,Redenção,79917,2014,1506138,8104880
PA,Rio Maria,17755,2014,1506161,8104880
PA,Rondon do Pará,49476,2014,1506187,8104880
PA,Rurópolis,45595,2014,1506195,8104880
PA,Salinópolis,38819,2014,1506203,8104880
PA,Salvaterra,21987,2014,1506302,8104880
PA,Santa Bárbara do Pará,19197,2014,1506351,8104880
PA,Santa Cruz do Arari,9191,2014,1506401,8104880
PA,Santa Izabel do Pará,65251,2014,1506500,8104880
PA,Santa Luzia do Pará,19418,2014,1506559,8104880
PA,Santa Maria das Barreiras,19437,2014,1506583,8104880
PA,Santa Maria do Pará,23790,2014,1506609,8104880
PA,Santana do Araguaia,65062,2014,1506708,8104880
PA,Santarém,290521,2014,1506807,8104880
PA,Santarém Novo,6390,2014,1506906,8104880
PA,Santo Antônio do Tauá,29110,2014,1507003,8104880
PA,São Caetano de Odivelas,17344,2014,1507102,8104880
PA,São Domingos do Araguaia,24235,2014,1507151,8104880
PA,São Domingos do Capim,30701,2014,1507201,8104880
PA,São Félix do Xingu,111633,2014,1507300,8104880
PA,São Francisco do Pará,15341,2014,1507409,8104880
PA,São Geraldo do Araguaia,24828,2014,1507458,8104880
PA,São João da Ponta,5703,2014,1507466,8104880
PA,São João de Pirabas,21767,2014,1507474,8104880
PA,São João do Araguaia,13470,2014,1507508,8104880
PA,São Miguel do Guamá,55191,2014,1507607,8104880
PA,São Sebastião da Boa Vista,24768,2014,1507706,8104880
PA,Sapucaia,5492,2014,1507755,8104880
PA,Senador José Porfírio,12075,2014,1507805,8104880
PA,Soure,24076,2014,1507904,8104880
PA,Tailândia,93906,2014,1507953,8104880
PA,Terra Alta,10973,2014,1507961,8104880
PA,Terra Santa,17783,2014,1507979,8104880
PA,Tomé-Açu,59795,2014,1508001,8104880
PA,Tracuateua,29125,2014,1508035,8104880
PA,Trairão,17880,2014,1508050,8104880
PA,Tucumã,36674,2014,1508084,8104880
PA,Tucuruí,105431,2014,1508100,8104880
PA,Ulianópolis,51956,2014,1508126,8104880
PA,Uruará,44607,2014,1508159,8104880
PA,Vigia,50622,2014,1508209,8104880
PA,Viseu,58694,2014,1508308,8104880
PA,Vitória do Xingu,14242,2014,1508357,8104880
PA,Xinguara,42465,2014,1508407,8104880
AP,Amapá,8553,2014,1600105,750912
AP,Calçoene,9979,2014,1600204,750912
AP,Cutias,5291,2014,1600212,750912
AP,Ferreira Gomes,6714,2014,1600238,750912
AP,Itaubal,4836,2014,1600253,750912
AP,Laranjal do Jari,44777,2014,1600279,750912
AP,Macapá,446757,2014,1600303,750912
AP,Mazagão,19157,2014,1600402,750912
AP,Oiapoque,23628,2014,1600501,750912
AP,Pedra Branca do Amapari,13411,2014,1600154,750912
AP,Porto Grande,19191,2014,1600535,750912
AP,Pracuúba,4404,2014,1600550,750912
AP,Santana,110565,2014,1600600,750912
AP,Serra do Navio,4850,2014,1600055,750912
AP,Tartarugalzinho,14754,2014,1600709,750912
AP,Vitória do Jari,14045,2014,1600808,750912
TO,Abreulândia,2523,2014,1700251,1496880
TO,Aguiarnópolis,5987,2014,1700301,1496880
TO,Aliança do Tocantins,5645,2014,1700350,1496880
TO,Almas,7480,2014,1700400,1496880
TO,Alvorada,8546,2014,1700707,1496880
TO,Ananás,9900,2014,1701002,1496880
TO,Angico,3355,2014,1701051,1496880
TO,Aparecida do Rio Negro,4561,2014,1701101,1496880
TO,Aragominas,5933,2014,1701309,1496880
TO,Araguacema,6791,2014,1701903,1496880
TO,Araguaçu,8822,2014,1702000,1496880
TO,Araguaína,167176,2014,1702109,1496880
TO,Araguanã,5448,2014,1702158,1496880
TO,Araguatins,33963,2014,1702208,1496880
TO,Arapoema,6821,2014,1702307,1496880
TO,Arraias,10805,2014,1702406,1496880
TO,Augustinópolis,17386,2014,1702554,1496880
TO,Aurora do Tocantins,3654,2014,1702703,1496880
TO,Axixá do Tocantins,9669,2014,1702901,1496880
TO,Babaçulândia,10728,2014,1703008,1496880
TO,Bandeirantes do Tocantins,3379,2014,1703057,1496880
TO,Barra do Ouro,4416,2014,1703073,1496880
TO,Barrolândia,5579,2014,1703107,1496880
TO,Bernardo Sayão,4540,2014,1703206,1496880
TO,Bom Jesus do Tocantins,4361,2014,1703305,1496880
TO,Brasilândia do Tocantins,2166,2014,1703602,1496880
TO,Brejinho de Nazaré,5426,2014,1703701,1496880
TO,Buriti do Tocantins,10681,2014,1703800,1496880
TO,Cachoeirinha,2246,2014,1703826,1496880
TO,Campos Lindos,9207,2014,1703842,1496880
TO,Cariri do Tocantins,4116,2014,1703867,1496880
TO,Carmolândia,2482,2014,1703883,1496880
TO,Carrasco Bonito,3945,2014,1703891,1496880
TO,Caseara,5043,2014,1703909,1496880
TO,Centenário,2771,2014,1704105,1496880
TO,Chapada da Natividade,3363,2014,1705102,1496880
TO,Chapada de Areia,1391,2014,1704600,1496880
TO,Colinas do Tocantins,33535,2014,1705508,1496880
TO,Colméia,8581,2014,1716703,1496880
TO,Combinado,4839,2014,1705557,1496880
TO,Conceição do Tocantins,4224,2014,1705607,1496880
TO,Couto de Magalhães,5370,2014,1706001,1496880
TO,Cristalândia,7393,2014,1706100,1496880
TO,Crixás do Tocantins,1666,2014,1706258,1496880
TO,Darcinópolis,5753,2014,1706506,1496880
TO,Dianópolis,20870,2014,1707009,1496880
TO,Divinópolis do Tocantins,6729,2014,1707108,1496880
TO,Dois Irmãos do Tocantins,7311,2014,1707207,1496880
TO,Dueré,4720,2014,1707306,1496880
TO,Esperantina,10356,2014,1707405,1496880
TO,Fátima,3889,2014,1707553,1496880
TO,Figueirópolis,5403,2014,1707652,1496880
TO,Filadélfia,8824,2014,1707702,1496880
TO,Formoso do Araguaia,18773,2014,1708205,1496880
TO,Fortaleza do Tabocão,2542,2014,1708254,1496880
TO,Goianorte,5125,2014,1708304,1496880
TO,Goiatins,12730,2014,1709005,1496880
TO,Guaraí,24892,2014,1709302,1496880
TO,Gurupi,82762,2014,1709500,1496880
TO,Ipueiras,1843,2014,1709807,1496880
TO,Itacajá,7388,2014,1710508,1496880
TO,Itaguatins,6063,2014,1710706,1496880
TO,Itapiratins,3711,2014,1710904,1496880
TO,Itaporã do Tocantins,2482,2014,1711100,1496880
TO,Jaú do Tocantins,3730,2014,1711506,1496880
TO,Juarina,2253,2014,1711803,1496880
TO,Lagoa da Confusão,11859,2014,1711902,1496880
TO,Lagoa do Tocantins,3957,2014,1711951,1496880
TO,Lajeado,2991,2014,1712009,1496880
TO,Lavandeira,1782,2014,1712157,1496880
TO,Lizarda,3801,2014,1712405,1496880
TO,Luzinópolis,2896,2014,1712454,1496880
TO,Marianópolis do Tocantins,4814,2014,1712504,1496880
TO,Mateiros,2478,2014,1712702,1496880
TO,Maurilândia do Tocantins,3338,2014,1712801,1496880
TO,Miracema do Tocantins,19934,2014,1713205,1496880
TO,Miranorte,13232,2014,1713304,1496880
TO,Monte do Carmo,7412,2014,1713601,1496880
TO,Monte Santo do Tocantins,2213,2014,1713700,1496880
TO,Muricilândia,3395,2014,1713957,1496880
TO,Natividade,9279,2014,1714203,1496880
TO,Nazaré,4239,2014,1714302,1496880
TO,Nova Olinda,11408,2014,1714880,1496880
TO,Nova Rosalândia,4066,2014,1715002,1496880
TO,Novo Acordo,4101,2014,1715101,1496880
TO,Novo Alegre,2350,2014,1715150,1496880
TO,Novo Jardim,2625,2014,1715259,1496880
TO,Oliveira de Fátima,1091,2014,1715507,1496880
TO,Palmas,265409,2014,1721000,1496880
TO,Palmeirante,5543,2014,1715705,1496880
TO,Palmeiras do Tocantins,6272,2014,1713809,1496880
TO,Palmeirópolis,7623,2014,1715754,1496880
TO,Paraíso do Tocantins,48409,2014,1716109,1496880
TO,Paranã,10579,2014,1716208,1496880
TO,Pau D'Arco,4793,2014,1716307,1496880
TO,Pedro Afonso,12698,2014,1716505,1496880
TO,Peixe,11209,2014,1716604,1496880
TO,Pequizeiro,5344,2014,1716653,1496880
TO,Pindorama do Tocantins,4562,2014,1717008,1496880
TO,Piraquê,3024,2014,1717206,1496880
TO,Pium,7264,2014,1717503,1496880
TO,Ponte Alta do Bom Jesus,4652,2014,1717800,1496880
TO,Ponte Alta do Tocantins,7712,2014,1717909,1496880
TO,Porto Alegre do Tocantins,3007,2014,1718006,1496880
TO,Porto Nacional,51846,2014,1718204,1496880
TO,Praia Norte,8158,2014,1718303,1496880
TO,Presidente Kennedy,3750,2014,1718402,1496880
TO,Pugmil,2561,2014,1718451,1496880
TO,Recursolândia,4081,2014,1718501,1496880
TO,Riachinho,4478,2014,1718550,1496880
TO,Rio da Conceição,1938,2014,1718659,1496880
TO,Rio dos Bois,2740,2014,1718709,1496880
TO,Rio Sono,6473,2014,1718758,1496880
TO,Sampaio,4329,2014,1718808,1496880
TO,Sandolândia,3411,2014,1718840,1496880
TO,Santa Fé do Araguaia,7144,2014,1718865,1496880
TO,Santa Maria do Tocantins,3198,2014,1718881,1496880
TO,Santa Rita do Tocantins,2278,2014,1718899,1496880
TO,Santa Rosa do Tocantins,4773,2014,1718907,1496880
TO,Santa Tereza do Tocantins,2729,2014,1719004,1496880
TO,Santa Terezinha do Tocantins,2545,2014,1720002,1496880
TO,São Bento do Tocantins,5026,2014,1720101,1496880
TO,São Félix do Tocantins,1532,2014,1720150,1496880
TO,São Miguel do Tocantins,11436,2014,1720200,1496880
TO,São Salvador do Tocantins,3044,2014,1720259,1496880
TO,São Sebastião do Tocantins,4604,2014,1720309,1496880
TO,São Valério da Natividade,4267,2014,1720499,1496880
TO,Silvanópolis,5318,2014,1720655,1496880
TO,Sítio Novo do Tocantins,9270,2014,1720804,1496880
TO,Sucupira,1878,2014,1720853,1496880
TO,Taguatinga,16086,2014,1720903,1496880
TO,Taipas do Tocantins,2075,2014,1720937,1496880
TO,Talismã,2716,2014,1720978,1496880
TO,Tocantínia,7236,2014,1721109,1496880
TO,Tocantinópolis,23153,2014,1721208,1496880
TO,Tupirama,1751,2014,1721257,1496880
TO,Tupiratins,2402,2014,1721307,1496880
TO,Wanderlândia,11509,2014,1722081,1496880
TO,Xambioá,11722,2014,1722107,1496880
MA,Açailândia,108765,2014,2100055,6850884
MA,Afonso Cunha,6277,2014,2100105,6850884
MA,Água Doce do Maranhão,12146,2014,2100154,6850884
MA,Alcântara,21652,2014,2100204,6850884
MA,Aldeias Altas,25509,2014,2100303,6850884
MA,Altamira do Maranhão,11699,2014,2100402,6850884
MA,Alto Alegre do Maranhão,26056,2014,2100436,6850884
MA,Alto Alegre do Pindaré,31271,2014,2100477,6850884
MA,Alto Parnaíba,10931,2014,2100501,6850884
MA,Amapá do Maranhão,6731,2014,2100550,6850884
MA,Amarante do Maranhão,39974,2014,2100600,6850884
MA,Anajatuba,26618,2014,2100709,6850884
MA,Anapurus,15057,2014,2100808,6850884
MA,Apicum-Açu,17712,2014,2100832,6850884
MA,Araguanã,14843,2014,2100873,6850884
MA,Araioses,44800,2014,2100907,6850884
MA,Arame,31944,2014,2100956,6850884
MA,Arari,29096,2014,2101004,6850884
MA,Axixá,11780,2014,2101103,6850884
MA,Bacabal,102265,2014,2101202,6850884
MA,Bacabeira,16276,2014,2101251,6850884
MA,Bacuri,17280,2014,2101301,6850884
MA,Bacurituba,5477,2014,2101350,6850884
MA,Balsas,90679,2014,2101400,6850884
MA,Barão de Grajaú,18223,2014,2101509,6850884
MA,Barra do Corda,85603,2014,2101608,6850884
MA,Barreirinhas,59623,2014,2101707,6850884
MA,Bela Vista do Maranhão,10836,2014,2101772,6850884
MA,Belágua,7191,2014,2101731,6850884
MA,Benedito Leite,5515,2014,2101806,6850884
MA,Bequimão,20837,2014,2101905,6850884
MA,Bernardo do Mearim,5860,2014,2101939,6850884
MA,Boa Vista do Gurupi,8816,2014,2101970,6850884
MA,Bom Jardim,40405,2014,2102002,6850884
MA,Bom Jesus das Selvas,32133,2014,2102036,6850884
MA,Bom Lugar,15655,2014,2102077,6850884
MA,Brejo,35124,2014,2102101,6850884
MA,Brejo de Areia,4291,2014,2102150,6850884
MA,Buriti,27864,2014,2102200,6850884
MA,Buriti Bravo,23308,2014,2102309,6850884
MA,Buriticupu,69548,2014,2102325,6850884
MA,Buritirana,15055,2014,2102358,6850884
MA,Cachoeira Grande,8762,2014,2102374,6850884
MA,Cajapió,10876,2014,2102408,6850884
MA,Cajari,18850,2014,2102507,6850884
MA,Campestre do Maranhão,13921,2014,2102556,6850884
MA,Cândido Mendes,19567,2014,2102606,6850884
MA,Cantanhede,21299,2014,2102705,6850884
MA,Capinzal do Norte,10725,2014,2102754,6850884
MA,Carolina,23902,2014,2102804,6850884
MA,Carutapera,23021,2014,2102903,6850884
MA,Caxias,160291,2014,2103000,6850884
MA,Cedral,10435,2014,2103109,6850884
MA,Central do Maranhão,8354,2014,2103125,6850884
MA,Centro do Guilherme,12713,2014,2103158,6850884
MA,Centro Novo do Maranhão,20707,2014,2103174,6850884
MA,Chapadinha,76972,2014,2103208,6850884
MA,Cidelândia,14238,2014,2103257,6850884
MA,Codó,119962,2014,2103307,6850884
MA,Coelho Neto,48078,2014,2103406,6850884
MA,Colinas,40097,2014,2103505,6850884
MA,Conceição do Lago-Açu,15554,2014,2103554,6850884
MA,Coroatá,63497,2014,2103604,6850884
MA,Cururupu,31027,2014,2103703,6850884
MA,Davinópolis,12650,2014,2103752,6850884
MA,Dom Pedro,22863,2014,2103802,6850884
MA,Duque Bacelar,11015,2014,2103901,6850884
MA,Esperantinópolis,17238,2014,2104008,6850884
MA,Estreito,39805,2014,2104057,6850884
MA,Feira Nova do Maranhão,8293,2014,2104073,6850884
MA,Fernando Falcão,9932,2014,2104081,6850884
MA,Formosa da Serra Negra,18337,2014,2104099,6850884
MA,Fortaleza dos Nogueiras,12360,2014,2104107,6850884
MA,Fortuna,15226,2014,2104206,6850884
MA,Godofredo Viana,11262,2014,2104305,6850884
MA,Gonçalves Dias,17576,2014,2104404,6850884
MA,Governador Archer,10531,2014,2104503,6850884
MA,Governador Edison Lobão,17430,2014,2104552,6850884
MA,Governador Eugênio Barros,16386,2014,2104602,6850884
MA,Governador Luiz Rocha,7580,2014,2104628,6850884
MA,Governador Newton Bello,10060,2014,2104651,6850884
MA,Governador Nunes Freire,25188,2014,2104677,6850884
MA,Graça Aranha,6147,2014,2104701,6850884
MA,Grajaú,66732,2014,2104800,6850884
MA,Guimarães,11881,2014,2104909,6850884
MA,Humberto de Campos,27679,2014,2105005,6850884
MA,Icatu,26240,2014,2105104,6850884
MA,Igarapé do Meio,13567,2014,2105153,6850884
MA,Igarapé Grande,11533,2014,2105203,6850884
MA,Imperatriz,252320,2014,2105302,6850884
MA,Itaipava do Grajaú,13579,2014,2105351,6850884
MA,Itapecuru Mirim,65713,2014,2105401,6850884
MA,Itinga do Maranhão,25357,2014,2105427,6850884
MA,Jatobá,9596,2014,2105450,6850884
MA,Jenipapo dos Vieiras,16015,2014,2105476,6850884
MA,João Lisboa,23338,2014,2105500,6850884
MA,Joselândia,15792,2014,2105609,6850884
MA,Junco do Maranhão,3539,2014,2105658,6850884
MA,Lago da Pedra,48511,2014,2105708,6850884
MA,Lago do Junco,10565,2014,2105807,6850884
MA,Lago dos Rodrigues,8745,2014,2105948,6850884
MA,Lago Verde,15820,2014,2105906,6850884
MA,Lagoa do Mato,11005,2014,2105922,6850884
MA,Lagoa Grande do Maranhão,12822,2014,2105963,6850884
MA,Lajeado Novo,7287,2014,2105989,6850884
MA,Lima Campos,11612,2014,2106003,6850884
MA,Loreto,11795,2014,2106102,6850884
