UF,Municipio,popMun,AnoBase,codMun,popUF
PR,Realeza,16978,2014,4121406,11081692
PR,Rebouças,14812,2014,4121505,11081692
PR,Renascença,6986,2014,4121604,11081692
PR,Reserva,26397,2014,4121703,11081692
PR,Reserva do Iguaçu,7757,2014,4121752,11081692
PR,Ribeirão Claro,10952,2014,4121802,11081692
PR,Ribeirão do Pinhal,13692,2014,4121901,11081692
PR,Rio Azul,14913,2014,4122008,11081692
PR,Rio Bom,3372,2014,4122107,11081692
PR,Rio Bonito do Iguaçu,13532,2014,4122156,11081692
PR,Rio Branco do Ivaí,4072,2014,4122172,11081692
PR,Rio Branco do Sul,32092,2014,4122206,11081692
PR,Rio Negro,33157,2014,4122305,11081692
PR,Rolândia,62590,2014,4122404,11081692
PR,Roncador,11212,2014,4122503,11081692
PR,Rondon,9441,2014,4122602,11081692
PR,Rosário do Ivaí,5437,2014,4122651,11081692
PR,Sabáudia,6524,2014,4122701,11081692
PR,Salgado Filho,4213,2014,4122800,11081692
PR,Salto do Itararé,5223,2014,4122909,11081692
PR,Salto do Lontra,14450,2014,4123006,11081692
PR,Santa Amélia,3726,2014,4123105,11081692
PR,Santa Cecília do Pavão,3625,2014,4123204,11081692
PR,Santa Cruz de Monte Castelo,8194,2014,4123303,11081692
PR,Santa Fé,11297,2014,4123402,11081692
PR,Santa Helena,25159,2014,4123501,11081692
PR,Santa Inês,1784,2014,4123600,11081692
PR,Santa Isabel do Ivaí,8915,2014,4123709,11081692
PR,Santa Izabel do Oeste,14039,2014,4123808,11081692
PR,Santa Lúcia,3986,2014,4123824,11081692
PR,Santa Maria do Oeste,11159,2014,4123857,11081692
PR,Santa Mariana,12496,2014,4123907,11081692
PR,Santa Mônica,3815,2014,4123956,11081692
PR,Santa Tereza do Oeste,10528,2014,4124020,11081692
PR,Santa Terezinha de Itaipu,22353,2014,4124053,11081692
PR,Santana do Itararé,5291,2014,4124004,11081692
PR,Santo Antônio da Platina,45031,2014,4124103,11081692
PR,Santo Antônio do Caiuá,2765,2014,4124202,11081692
PR,Santo Antônio do Paraíso,2359,2014,4124301,11081692
PR,Santo Antônio do Sudoeste,19855,2014,4124400,11081692
PR,Santo Inácio,5468,2014,4124509,11081692
PR,São Carlos do Ivaí,6713,2014,4124608,11081692
PR,São Jerônimo da Serra,11570,2014,4124707,11081692
PR,São João,10743,2014,4124806,11081692
PR,São João do Caiuá,6044,2014,4124905,11081692
PR,São João do Ivaí,11342,2014,4125001,11081692
PR,São João do Triunfo,14583,2014,4125100,11081692
PR,São Jorge do Ivaí,5673,2014,4125308,11081692
PR,São Jorge do Patrocínio,6051,2014,4125357,11081692
PR,São Jorge d'Oeste,9307,2014,4125209,11081692
PR,São José da Boa Vista,6567,2014,4125407,11081692
PR,São José das Palmeiras,3864,2014,4125456,11081692
PR,São José dos Pinhais,292934,2014,4125506,11081692
PR,São Manoel do Paraná,2175,2014,4125555,11081692
PR,São Mateus do Sul,44179,2014,4125605,11081692
PR,São Miguel do Iguaçu,27061,2014,4125704,11081692
PR,São Pedro do Iguaçu,6440,2014,4125753,11081692
PR,São Pedro do Ivaí,10733,2014,4125803,11081692
PR,São Pedro do Paraná,2490,2014,4125902,11081692
PR,São Sebastião da Amoreira,8935,2014,4126009,11081692
PR,São Tomé,5626,2014,4126108,11081692
PR,Sapopema,6910,2014,4126207,11081692
PR,Sarandi,89388,2014,4126256,11081692
PR,Saudade do Iguaçu,5333,2014,4126272,11081692
PR,Sengés,19229,2014,4126306,11081692
PR,Serranópolis do Iguaçu,4659,2014,4126355,11081692
PR,Sertaneja,5771,2014,4126405,11081692
PR,Sertanópolis,16315,2014,4126504,11081692
PR,Siqueira Campos,19881,2014,4126603,11081692
PR,Sulina,3329,2014,4126652,11081692
PR,Tamarana,13518,2014,4126678,11081692
PR,Tamboara,4954,2014,4126702,11081692
PR,Tapejara,15572,2014,4126801,11081692
PR,Tapira,5878,2014,4126900,11081692
PR,Teixeira Soares,11321,2014,4127007,11081692
PR,Telêmaco Borba,75054,2014,4127106,11081692
PR,Terra Boa,16674,2014,4127205,11081692
PR,Terra Rica,16197,2014,4127304,11081692
PR,Terra Roxa,17461,2014,4127403,11081692
PR,Tibagi,20283,2014,4127502,11081692
PR,Tijucas do Sul,15776,2014,4127601,11081692
PR,Toledo,130295,2014,4127700,11081692
PR,Tomazina,8696,2014,4127809,11081692
PR,Três Barras do Paraná,12212,2014,4127858,11081692
PR,Tunas do Paraná,7347,2014,4127882,11081692
PR,Tuneiras do Oeste,8873,2014,4127908,11081692
PR,Tupãssi,8252,2014,4127957,11081692
PR,Turvo,13860,2014,4127965,11081692
PR,Ubiratã,21916,2014,4128005,11081692
PR,Umuarama,107319,2014,4128104,11081692
PR,União da Vitória,55874,2014,4128203,11081692
PR,Uniflor,2581,2014,4128302,11081692
PR,Uraí,11711,2014,4128401,11081692
PR,Ventania,10934,2014,4128534,11081692
PR,Vera Cruz do Oeste,9038,2014,4128559,11081692
PR,Verê,7853,2014,4128609,11081692
PR,Virmond,4080,2014,4128658,11081692
PR,Vitorino,6801,2014,4128708,11081692
PR,Wenceslau Braz,19843,2014,4128500,11081692
PR,Xambrê,6047,2014,4128807,11081692
SC,Abdon Batista,2643,2014,4200051,6727148
SC,Abelardo Luz,17651,2014,4200101,6727148
SC,Agrolândia,10115,2014,4200200,6727148
SC,Agronômica,5239,2014,4200309,6727148
SC,Água Doce,7121,2014,4200408,6727148
SC,Águas de Chapecó,6346,2014,4200507,6727148
SC,Águas Frias,2419,2014,4200556,6727148
SC,Águas Mornas,6020,2014,4200606,6727148
SC,Alfredo Wagner,9794,2014,4200705,6727148
SC,Alto Bela Vista,1997,2014,4200754,6727148
SC,Anchieta,6066,2014,4200804,6727148
SC,Angelina,5109,2014,4200903,6727148
SC,Anita Garibaldi,8055,2014,4201000,6727148
SC,Anitápolis,3256,2014,4201109,6727148
SC,Antônio Carlos,8012,2014,4201208,6727148
SC,Apiúna,10211,2014,4201257,6727148
SC,Arabutã,4273,2014,4201273,6727148
SC,Araquari,31030,2014,4201307,6727148
SC,Araranguá,65090,2014,4201406,6727148
SC,Armazém,8251,2014,4201505,6727148
SC,Arroio Trinta,3563,2014,4201604,6727148
SC,Arvoredo,2276,2014,4201653,6727148
SC,Ascurra,7732,2014,4201703,6727148
SC,Atalanta,3296,2014,4201802,6727148
SC,Aurora,5668,2014,4201901,6727148
SC,Balneário Arroio do Silva,11248,2014,4201950,6727148
SC,Balneário Barra do Sul,9580,2014,4202057,6727148
SC,Balneário Camboriú,124557,2014,4202008,6727148
SC,Balneário Gaivota,9551,2014,4202073,6727148
SC,Balneário Piçarras,19976,2014,4212809,6727148
SC,Bandeirante,2836,2014,4202081,6727148
SC,Barra Bonita,1815,2014,4202099,6727148
SC,Barra Velha,25662,2014,4202107,6727148
SC,Bela Vista do Toldo,6219,2014,4202131,6727148
SC,Belmonte,2696,2014,4202156,6727148
SC,Benedito Novo,11037,2014,4202206,6727148
SC,Biguaçu,63440,2014,4202305,6727148
SC,Blumenau,334002,2014,4202404,6727148
SC,Bocaina do Sul,3408,2014,4202438,6727148
SC,Bom Jardim da Serra,4598,2014,4202503,6727148
SC,Bom Jesus,2771,2014,4202537,6727148
SC,Bom Jesus do Oeste,2158,2014,4202578,6727148
SC,Bom Retiro,9498,2014,4202602,6727148
SC,Bombinhas,16897,2014,4202453,6727148
SC,Botuverá,4864,2014,4202701,6727148
SC,Braço do Norte,31319,2014,4202800,6727148
SC,Braço do Trombudo,3627,2014,4202859,6727148
SC,Brunópolis,2690,2014,4202875,6727148
SC,Brusque,119719,2014,4202909,6727148
SC,Caçador,75048,2014,4203006,6727148
SC,Caibi,6259,2014,4203105,6727148
SC,Calmon,3407,2014,4203154,6727148
SC,Camboriú,72261,2014,4203204,6727148
SC,Campo Alegre,11982,2014,4203303,6727148
SC,Campo Belo do Sul,7358,2014,4203402,6727148
SC,Campo Erê,9098,2014,4203501,6727148
SC,Campos Novos,34721,2014,4203600,6727148
SC,Canelinha,11452,2014,4203709,6727148
SC,Canoinhas,54079,2014,4203808,6727148
SC,Capão Alto,2682,2014,4203253,6727148
SC,Capinzal,21928,2014,4203907,6727148
SC,Capivari de Baixo,23342,2014,4203956,6727148
SC,Catanduvas,10244,2014,4204004,6727148
SC,Caxambu do Sul,4118,2014,4204103,6727148
SC,Celso Ramos,2784,2014,4204152,6727148
SC,Cerro Negro,3417,2014,4204178,6727148
SC,Chapadão do Lageado,2892,2014,4204194,6727148
SC,Chapecó,202009,2014,4204202,6727148
SC,Cocal do Sul,16009,2014,4204251,6727148
SC,Concórdia,72073,2014,4204301,6727148
SC,Cordilheira Alta,4114,2014,4204350,6727148
SC,Coronel Freitas,10236,2014,4204400,6727148
SC,Coronel Martins,2527,2014,4204459,6727148
SC,Correia Pinto,14063,2014,4204558,6727148
SC,Corupá,14925,2014,4204509,6727148
SC,Criciúma,204667,2014,4204608,6727148
SC,Cunha Porã,10944,2014,4204707,6727148
SC,Cunhataí,1937,2014,4204756,6727148
SC,Curitibanos,39061,2014,4204806,6727148
SC,Descanso,8558,2014,4204905,6727148
SC,Dionísio Cerqueira,15283,2014,4205001,6727148
SC,Dona Emma,3955,2014,4205100,6727148
SC,Doutor Pedrinho,3883,2014,4205159,6727148
SC,Entre Rios,3135,2014,4205175,6727148
SC,Ermo,2079,2014,4205191,6727148
SC,Erval Velho,4456,2014,4205209,6727148
SC,Faxinal dos Guedes,10784,2014,4205308,6727148
SC,Flor do Sertão,1603,2014,4205357,6727148
SC,Florianópolis,461524,2014,4205407,6727148
SC,Formosa do Sul,2589,2014,4205431,6727148
SC,Forquilhinha,24694,2014,4205456,6727148
SC,Fraiburgo,35781,2014,4205506,6727148
SC,Frei Rogério,2301,2014,4205555,6727148
SC,Galvão,3297,2014,4205605,6727148
SC,Garopaba,20545,2014,4205704,6727148
SC,Garuva,16435,2014,4205803,6727148
SC,Gaspar,63826,2014,4205902,6727148
SC,Governador Celso Ramos,13801,2014,4206009,6727148
SC,Grão Pará,6448,2014,4206108,6727148
SC,Gravatal,11148,2014,4206207,6727148
SC,Guabiruba,21046,2014,4206306,6727148
SC,Guaraciaba,10433,2014,4206405,6727148
SC,Guaramirim,39869,2014,4206504,6727148
SC,Guarujá do Sul,5076,2014,4206603,6727148
SC,Guatambú,4743,2014,4206652,6727148
SC,Herval d'Oeste,22083,2014,4206702,6727148
SC,Ibiam,1971,2014,4206751,6727148
SC,Ibicaré,3336,2014,4206801,6727148
SC,Ibirama,18255,2014,4206900,6727148
SC,Içara,52284,2014,4207007,6727148
SC,Ilhota,13309,2014,4207106,6727148
SC,Imaruí,11117,2014,4207205,6727148
SC,Imbituba,42708,2014,4207304,6727148
SC,Imbuia,5993,2014,4207403,6727148
SC,Indaial,61968,2014,4207502,6727148
SC,Iomerê,2861,2014,4207577,6727148
SC,Ipira,4675,2014,4207601,6727148
SC,Iporã do Oeste,8769,2014,4207650,6727148
SC,Ipuaçu,7193,2014,4207684,6727148
SC,Ipumirim,7467,2014,4207700,6727148
SC,Iraceminha,4175,2014,4207759,6727148
SC,Irani,10033,2014,4207809,6727148
SC,Irati,2046,2014,4207858,6727148
SC,Irineópolis,10916,2014,4207908,6727148
SC,Itá,6383,2014,4208005,6727148
SC,Itaiópolis,21139,2014,4208104,6727148
SC,Itajaí,201557,2014,4208203,6727148
SC,Itapema,55016,2014,4208302,6727148
SC,Itapiranga,16253,2014,4208401,6727148
SC,Itapoá,17521,2014,4208450,6727148
SC,Ituporanga,23777,2014,4208500,6727148
SC,Jaborá,4040,2014,4208609,6727148
SC,Jacinto Machado,10642,2014,4208708,6727148
SC,Jaguaruna,18704,2014,4208807,6727148
SC,Jaraguá do Sul,160143,2014,4208906,6727148
SC,Jardinópolis,1697,2014,4208955,6727148
SC,Joaçaba,28705,2014,4209003,6727148
SC,Joinville,554601,2014,4209102,6727148
SC,José Boiteux,4850,2014,4209151,6727148
SC,Jupiá,2150,2014,4209177,6727148
SC,Lacerdópolis,2244,2014,4209201,6727148
SC,Lages,158846,2014,4209300,6727148
SC,Laguna,44316,2014,4209409,6727148
SC,Lajeado Grande,1479,2014,4209458,6727148
SC,Laurentino,6500,2014,4209508,6727148
SC,Lauro Muller,14919,2014,4209607,6727148
SC,Lebon Régis,12091,2014,4209706,6727148
SC,Leoberto Leal,3258,2014,4209805,6727148
SC,Lindóia do Sul,4659,2014,4209854,6727148
SC,Lontras,11200,2014,4209904,6727148
SC,Luiz Alves,11653,2014,4210001,6727148
SC,Luzerna,5700,2014,4210035,6727148
SC,Macieira,1823,2014,4210050,6727148
SC,Mafra,55012,2014,4210100,6727148
SC,Major Gercino,3389,2014,4210209,6727148
SC,Major Vieira,7841,2014,4210308,6727148
SC,Maracajá,6873,2014,4210407,6727148
SC,Maravilha,23975,2014,4210506,6727148
SC,Marema,2046,2014,4210555,6727148
SC,Massaranduba,15806,2014,4210605,6727148
SC,Matos Costa,2729,2014,4210704,6727148
SC,Meleiro,7076,2014,4210803,6727148
SC,Mirim Doce,2450,2014,4210852,6727148
SC,Modelo,4158,2014,4210902,6727148
SC,Mondaí,11034,2014,4211009,6727148
SC,Monte Carlo,9650,2014,4211058,6727148
SC,Monte Castelo,8476,2014,4211108,6727148
SC,Morro da Fumaça,17052,2014,4211207,6727148
SC,Morro Grande,2925,2014,4211256,6727148
SC,Navegantes,70565,2014,4211306,6727148
SC,Nova Erechim,4654,2014,4211405,6727148
SC,Nova Itaberaba,4338,2014,4211454,6727148
SC,Nova Trento,13379,2014,4211504,6727148
SC,Nova Veneza,14285,2014,4211603,6727148
SC,Novo Horizonte,2643,2014,4211652,6727148
SC,Orleans,22311,2014,4211702,6727148
SC,Otacílio Costa,17593,2014,4211751,6727148
SC,Ouro,7418,2014,4211801,6727148
SC,Ouro Verde,2272,2014,4211850,6727148
SC,Paial,1668,2014,4211876,6727148
SC,Painel,2383,2014,4211892,6727148
SC,Palhoça,154244,2014,4211900,6727148
SC,Palma Sola,7699,2014,4212007,6727148
SC,Palmeira,2512,2014,4212056,6727148
SC,Palmitos,16266,2014,4212106,6727148
SC,Papanduva,18681,2014,4212205,6727148
SC,Paraíso,3838,2014,4212239,6727148
SC,Passo de Torres,7681,2014,4212254,6727148
SC,Passos Maia,4351,2014,4212270,6727148
SC,Paulo Lopes,7124,2014,4212304,6727148
SC,Pedras Grandes,4089,2014,4212403,6727148
SC,Penha,28718,2014,4212502,6727148
SC,Peritiba,2931,2014,4212601,6727148
SC,Pescaria Brava,9761,2014,4212650,6727148
SC,Petrolândia,6110,2014,4212700,6727148
SC,Pinhalzinho,18284,2014,4212908,6727148
SC,Pinheiro Preto,3353,2014,4213005,6727148
SC,Piratuba,4424,2014,4213104,6727148
SC,Planalto Alegre,2782,2014,4213153,6727148
SC,Pomerode,30598,2014,4213203,6727148
SC,Ponte Alta,4855,2014,4213302,6727148
SC,Ponte Alta do Norte,3389,2014,4213351,6727148
SC,Ponte Serrada,11405,2014,4213401,6727148
SC,Porto Belo,18630,2014,4213500,6727148
SC,Porto União,34717,2014,4213609,6727148
SC,Pouso Redondo,16154,2014,4213708,6727148
SC,Praia Grande,7374,2014,4213807,6727148
SC,Presidente Castello Branco,1670,2014,4213906,6727148
SC,Presidente Getúlio,16210,2014,4214003,6727148
SC,Presidente Nereu,2312,2014,4214102,6727148
SC,Princesa,2862,2014,4214151,6727148
SC,Quilombo,10201,2014,4214201,6727148
SC,Rancho Queimado,2838,2014,4214300,6727148
SC,Rio das Antas,6245,2014,4214409,6727148
SC,Rio do Campo,6149,2014,4214508,6727148
SC,Rio do Oeste,7355,2014,4214607,6727148
SC,Rio do Sul,66251,2014,4214805,6727148
SC,Rio dos Cedros,11019,2014,4214706,6727148
SC,Rio Fortuna,4569,2014,4214904,6727148
SC,Rio Negrinho,41386,2014,4215000,6727148
SC,Rio Rufino,2484,2014,4215059,6727148
SC,Riqueza,4775,2014,4215075,6727148
SC,Rodeio,11325,2014,4215109,6727148
SC,Romelândia,5320,2014,4215208,6727148
SC,Salete,7573,2014,4215307,6727148
SC,Saltinho,3923,2014,4215356,6727148
SC,Salto Veloso,4536,2014,4215406,6727148
SC,Sangão,11532,2014,4215455,6727148
SC,Santa Cecília,16413,2014,4215505,6727148
SC,Santa Helena,2331,2014,4215554,6727148
SC,Santa Rosa de Lima,2122,2014,4215604,6727148
SC,Santa Rosa do Sul,8285,2014,4215653,6727148
SC,Santa Terezinha,8873,2014,4215679,6727148
SC,Santa Terezinha do Progresso,2720,2014,4215687,6727148
SC,Santiago do Sul,1389,2014,4215695,6727148
SC,Santo Amaro da Imperatriz,21572,2014,4215703,6727148
SC,São Bento do Sul,79971,2014,4215802,6727148
SC,São Bernardino,2593,2014,4215752,6727148
SC,São Bonifácio,2966,2014,4215901,6727148
SC,São Carlos,10849,2014,4216008,6727148
SC,São Cristovão do Sul,5308,2014,4216057,6727148
SC,São Domingos,9523,2014,4216107,6727148
SC,São Francisco do Sul,47547,2014,4216206,6727148
SC,São João Batista,31534,2014,4216305,6727148
SC,São João do Itaperiú,3606,2014,4216354,6727148
SC,São João do Oeste,6235,2014,4216255,6727148
SC,São João do Sul,7205,2014,4216404,6727148
SC,São Joaquim,26045,2014,4216503,6727148
SC,São José,228561,2014,4216602,6727148
SC,São José do Cedro,13902,2014,4216701,6727148
SC,São José do Cerrito,8941,2014,4216800,6727148
SC,São Lourenço do Oeste,23017,2014,4216909,6727148
SC,São Ludgero,12192,2014,4217006,6727148
SC,São Martinho,3232,2014,4217105,6727148
SC,São Miguel da Boa Vista,1885,2014,4217154,6727148
SC,São Miguel do Oeste,38575,2014,4217204,6727148
SC,São Pedro de Alcântara,5256,2014,4217253,6727148
SC,Saudades,9454,2014,4217303,6727148
SC,Schroeder,18186,2014,4217402,6727148
SC,Seara,17395,2014,4217501,6727148
SC,Serra Alta,3317,2014,4217550,6727148
SC,Siderópolis,13593,2014,4217600,6727148
SC,Sombrio,28589,2014,4217709,6727148
SC,Sul Brasil,2661,2014,4217758,6727148
SC,Taió,17959,2014,4217808,6727148
SC,Tangará,8767,2014,4217907,6727148
SC,Tigrinhos,1733,2014,4217956,6727148
SC,Tijucas,34628,2014,4218004,6727148
SC,Timbé do Sul,5385,2014,4218103,6727148
SC,Timbó,40515,2014,4218202,6727148
SC,Timbó Grande,7563,2014,4218251,6727148
SC,Três Barras,18843,2014,4218301,6727148
SC,Treviso,3746,2014,4218350,6727148
SC,Treze de Maio,7052,2014,4218400,6727148
SC,Treze Tílias,7082,2014,4218509,6727148
SC,Trombudo Central,6979,2014,4218608,6727148
SC,Tubarão,102087,2014,4218707,6727148
SC,Tunápolis,4644,2014,4218756,6727148
SC,Turvo,12452,2014,4218806,6727148
SC,União do Oeste,2751,2014,4218855,6727148
SC,Urubici,11058,2014,4218905,6727148
SC,Urupema,2502,2014,4218954,6727148
SC,Urussanga,20915,2014,4219002,6727148
SC,Vargeão,3590,2014,4219101,6727148
SC,Vargem,2674,2014,4219150,6727148
SC,Vargem Bonita,4713,2014,4219176,6727148
SC,Vidal Ramos,6372,2014,4219200,6727148
SC,Videira,50349,2014,4219309,6727148
SC,Vitor Meireles,5156,2014,4219358,6727148
SC,Witmarsum,3805,2014,4219408,6727148
SC,Xanxerê,47679,2014,4219507,6727148
SC,Xavantina,4095,2014,4219606,6727148
SC,Xaxim,27336,2014,4219705,6727148
SC,Zortéa,3190,2014,4219853,6727148
SC,Balneário Rincão,11824,2014,4220000,6727148
RS,Aceguá,4671,2014,4300034,11207274
RS,Água Santa,3839,2014,4300059,11207274
RS,Agudo,17140,2014,4300109,11207274
RS,Ajuricaba,7403,2014,4300208,11207274
RS,Alecrim,6935,2014,4300307,11207274
RS,Alegrete,78768,2014,4300406,11207274
RS,Alegria,4188,2014,4300455,11207274
RS,Almirante Tamandaré do Sul,2098,2014,4300471,11207274
RS,Alpestre,7752,2014,4300505,11207274
RS,Alto Alegre,1841,2014,4300554,11207274
RS,Alto Feliz,3017,2014,4300570,11207274
RS,Alvorada,205683,2014,4300604,11207274
RS,Amaral Ferrador,6737,2014,4300638,11207274
RS,Ametista do Sul,7565,2014,4300646,11207274
RS,André da Rocha,1286,2014,4300661,11207274
RS,Anta Gorda,6228,2014,4300703,11207274
RS,Antônio Prado,13274,2014,4300802,11207274
RS,Arambaré,3769,2014,4300851,11207274
RS,Araricá,5249,2014,4300877,11207274
RS,Aratiba,6663,2014,4300901,11207274
RS,Arroio do Meio,19923,2014,4301008,11207274
RS,Arroio do Padre,2871,2014,4301073,11207274
RS,Arroio do Sal,8641,2014,4301057,11207274
RS,Arroio do Tigre,13277,2014,4301206,11207274
RS,Arroio dos Ratos,14166,2014,4301107,11207274
RS,Arroio Grande,18964,2014,4301305,11207274
RS,Arvorezinha,10585,2014,4301404,11207274
RS,Pinto Bandeira,2800,2014,4314548,11207274
RS,Augusto Pestana,7175,2014,4301503,11207274
RS,Áurea,3740,2014,4301552,11207274
RS,Bagé,121500,2014,4301602,11207274
RS,Balneário Pinhal,12106,2014,4301636,11207274
RS,Barão,6035,2014,4301651,11207274
RS,Barão de Cotegipe,6749,2014,4301701,11207274
RS,Barão do Triunfo,7360,2014,4301750,11207274
RS,Barra do Guarita,3226,2014,4301859,11207274
RS,Barra do Quaraí,4189,2014,4301875,11207274
RS,Barra do Ribeiro,13208,2014,4301909,11207274
RS,Barra do Rio Azul,1972,2014,4301925,11207274
RS,Barra Funda,2487,2014,4301958,11207274
RS,Barracão,5491,2014,4301800,11207274
RS,Barros Cassal,11480,2014,4302006,11207274
RS,Benjamin Constant do Sul,2284,2014,4302055,11207274
RS,Bento Gonçalves,112318,2014,4302105,11207274
RS,Boa Vista das Missões,2171,2014,4302154,11207274
RS,Boa Vista do Buricá,6808,2014,4302204,11207274
RS,Boa Vista do Cadeado,2522,2014,4302220,11207274
RS,Boa Vista do Incra,2549,2014,4302238,11207274
RS,Boa Vista do Sul,2859,2014,4302253,11207274
RS,Bom Jesus,11809,2014,4302303,11207274
RS,Bom Princípio,12792,2014,4302352,11207274
RS,Bom Progresso,2285,2014,4302378,11207274
RS,Bom Retiro do Sul,12058,2014,4302402,11207274
RS,Boqueirão do Leão,7911,2014,4302451,11207274
RS,Bossoroca,6912,2014,4302501,11207274
RS,Bozano,2243,2014,4302584,11207274
RS,Braga,3711,2014,4302600,11207274
RS,Brochier,4928,2014,4302659,11207274
RS,Butiá,21163,2014,4302709,11207274
RS,Caçapava do Sul,34665,2014,4302808,11207274
RS,Cacequi,13757,2014,4302907,11207274
RS,Cachoeira do Sul,85830,2014,4303004,11207274
RS,Cachoeirinha,125246,2014,4303103,11207274
RS,Cacique Doble,5068,2014,4303202,11207274
RS,Caibaté,5066,2014,4303301,11207274
RS,Caiçara,5125,2014,4303400,11207274
RS,Camaquã,65628,2014,4303509,11207274
RS,Camargo,2710,2014,4303558,11207274
RS,Cambará do Sul,6703,2014,4303608,11207274
RS,Campestre da Serra,3384,2014,4303673,11207274
RS,Campina das Missões,6112,2014,4303707,11207274
RS,Campinas do Sul,5653,2014,4303806,11207274
RS,Campo Bom,63767,2014,4303905,11207274
RS,Campo Novo,5338,2014,4304002,11207274
RS,Campos Borges,3546,2014,4304101,11207274
RS,Candelária,31407,2014,4304200,11207274
RS,Cândido Godói,6631,2014,4304309,11207274
RS,Candiota,9266,2014,4304358,11207274
RS,Canela,42057,2014,4304408,11207274
RS,Canguçu,55637,2014,4304507,11207274
RS,Canoas,339979,2014,4304606,11207274
RS,Canudos do Vale,1834,2014,4304614,11207274
RS,Capão Bonito do Sul,1776,2014,4304622,11207274
RS,Capão da Canoa,46467,2014,4304630,11207274
RS,Capão do Cipó,3354,2014,4304655,11207274
RS,Capão do Leão,25321,2014,4304663,11207274
RS,Capela de Santana,11198,2014,4304689,11207274
RS,Capitão,2749,2014,4304697,11207274
RS,Capivari do Sul,4227,2014,4304671,11207274
RS,Caraá,7804,2014,4304713,11207274
RS,Carazinho,61875,2014,4304705,11207274
RS,Carlos Barbosa,27279,2014,4304804,11207274
RS,Carlos Gomes,1588,2014,4304853,11207274
RS,Casca,9016,2014,4304903,11207274
RS,Caseiros,3152,2014,4304952,11207274
RS,Catuípe,9438,2014,4305009,11207274
RS,Caxias do Sul,470223,2014,4305108,11207274
RS,Centenário,3031,2014,4305116,11207274
RS,Cerrito,6501,2014,4305124,11207274
RS,Cerro Branco,4654,2014,4305132,11207274
RS,Cerro Grande,2457,2014,4305157,11207274
RS,Cerro Grande do Sul,11141,2014,4305173,11207274
RS,Cerro Largo,13926,2014,4305207,11207274
RS,Chapada,9622,2014,4305306,11207274
RS,Charqueadas,37946,2014,4305355,11207274
RS,Charrua,3518,2014,4305371,11207274
RS,Chiapetta,4080,2014,4305405,11207274
RS,Chuí,6320,2014,4305439,11207274
RS,Chuvisca,5233,2014,4305447,11207274
RS,Cidreira,14079,2014,4305454,11207274
RS,Ciríaco,5017,2014,4305504,11207274
RS,Colinas,2497,2014,4305587,11207274
RS,Colorado,3546,2014,4305603,11207274
RS,Condor,6804,2014,4305702,11207274
RS,Constantina,10086,2014,4305801,11207274
RS,Coqueiro Baixo,1564,2014,4305835,11207274
RS,Coqueiros do Sul,2486,2014,4305850,11207274
RS,Coronel Barros,2549,2014,4305871,11207274
RS,Coronel Bicaco,7855,2014,4305900,11207274
RS,Coronel Pilar,1747,2014,4305934,11207274
RS,Cotiporã,4014,2014,4305959,11207274
RS,Coxilha,2889,2014,4305975,11207274
RS,Crissiumal,14315,2014,4306007,11207274
RS,Cristal,7706,2014,4306056,11207274
RS,Cristal do Sul,2916,2014,4306072,11207274
RS,Cruz Alta,63946,2014,4306106,11207274
RS,Cruzaltense,2115,2014,4306130,11207274
RS,Cruzeiro do Sul,12122,2014,4306205,11207274
RS,David Canabarro,4837,2014,4306304,11207274
RS,Derrubadas,3173,2014,4306320,11207274
RS,Dezesseis de Novembro,2823,2014,4306353,11207274
RS,Dilermando de Aguiar,3140,2014,4306379,11207274
RS,Dois Irmãos,29862,2014,4306403,11207274
RS,Dois Irmãos das Missões,2183,2014,4306429,11207274
RS,Dois Lajeados,3410,2014,4306452,11207274
RS,Dom Feliciano,15103,2014,4306502,11207274
RS,Dom Pedrito,39920,2014,4306601,11207274
RS,Dom Pedro de Alcântara,2621,2014,4306551,11207274
RS,Dona Francisca,3397,2014,4306700,11207274
RS,Doutor Maurício Cardoso,5249,2014,4306734,11207274
RS,Doutor Ricardo,2079,2014,4306759,11207274
RS,Eldorado do Sul,37366,2014,4306767,11207274
RS,Encantado,21750,2014,4306809,11207274
RS,Encruzilhada do Sul,25647,2014,4306908,11207274
RS,Engenho Velho,1428,2014,4306924,11207274
RS,Entre Rios do Sul,3088,2014,4306957,11207274
RS,Entre-Ijuís,9068,2014,4306932,11207274
RS,Erebango,3064,2014,4306973,11207274
RS,Erechim,101752,2014,4307005,11207274
RS,Ernestina,3202,2014,4307054,11207274
RS,Erval Grande,5227,2014,4307203,11207274
RS,Erval Seco,7834,2014,4307302,11207274
RS,Esmeralda,3294,2014,4307401,11207274
RS,Esperança do Sul,3268,2014,4307450,11207274
RS,Espumoso,15790,2014,4307500,11207274
RS,Estação,6173,2014,4307559,11207274
RS,Estância Velha,45986,2014,4307609,11207274
RS,Esteio,83846,2014,4307708,11207274
RS,Estrela,32535,2014,4307807,11207274
RS,Estrela Velha,3743,2014,4307815,11207274
RS,Eugênio de Castro,2769,2014,4307831,11207274
RS,Fagundes Varela,2699,2014,4307864,11207274
RS,Farroupilha,68030,2014,4307906,11207274
RS,Faxinal do Soturno,6870,2014,4308003,11207274
RS,Faxinalzinho,2570,2014,4308052,11207274
RS,Fazenda Vilanova,4048,2014,4308078,11207274
RS,Feliz,13068,2014,4308102,11207274
